Variable1	Valor1	Variable2	Valor2	Variable3	Valor3	Variable4	Valor4	Variable5	Valor5	PERIODO	VALOR
Tipo de dato	Proyección a largo plazo	Sexo	Mujeres	Nacimiento Residencia	Población	Total Nacional	Total Nacional	Valores simples de edad	76 años	2029	245.117,639398
Tipo de dato	Proyección a largo plazo	Sexo	Mujeres	Nacimiento Residencia	Población	Total Nacional	Total Nacional	Valores simples de edad	76 años	2028	231.040,367637
Tipo de dato	Proyección a largo plazo	Sexo	Mujeres	Nacimiento Residencia	Población	Total Nacional	Total Nacional	Valores simples de edad	76 años	2027	225.038,554202
Tipo de dato	Proyección a largo plazo	Sexo	Mujeres	Nacimiento Residencia	Población	Total Nacional	Total Nacional	Valores simples de edad	76 años	2026	234.105,777839
Tipo de dato	Proyección a largo plazo	Sexo	Mujeres	Nacimiento Residencia	Población	Total Nacional	Total Nacional	Valores simples de edad	76 años	2025	244.083,151468
Tipo de dato	Proyección a largo plazo	Sexo	Mujeres	Nacimiento Residencia	Población	Total Nacional	Total Nacional	Valores simples de edad	76 años	2024	223.040,000000
Tipo de dato	Proyección a largo plazo	Sexo	Mujeres	Nacimiento Residencia	Población	Total Nacional	Total Nacional	Valores simples de edad	77 años	2074	300.860,993072
Tipo de dato	Proyección a largo plazo	Sexo	Mujeres	Nacimiento Residencia	Población	Total Nacional	Total Nacional	Valores simples de edad	77 años	2073	298.929,174200
Tipo de dato	Proyección a largo plazo	Sexo	Mujeres	Nacimiento Residencia	Población	Total Nacional	Total Nacional	Valores simples de edad	77 años	2072	299.269,112422
Tipo de dato	Proyección a largo plazo	Sexo	Mujeres	Nacimiento Residencia	Población	Total Nacional	Total Nacional	Valores simples de edad	77 años	2071	303.160,911038
Tipo de dato	Proyección a largo plazo	Sexo	Mujeres	Nacimiento Residencia	Población	Total Nacional	Total Nacional	Valores simples de edad	77 años	2070	306.951,513259
Tipo de dato	Proyección a largo plazo	Sexo	Mujeres	Nacimiento Residencia	Población	Total Nacional	Total Nacional	Valores simples de edad	77 años	2069	303.096,331273
Tipo de dato	Proyección a largo plazo	Sexo	Mujeres	Nacimiento Residencia	Población	Total Nacional	Total Nacional	Valores simples de edad	77 años	2068	303.455,803637
Tipo de dato	Proyección a largo plazo	Sexo	Mujeres	Nacimiento Residencia	Población	Total Nacional	Total Nacional	Valores simples de edad	77 años	2067	304.572,623094
Tipo de dato	Proyección a largo plazo	Sexo	Mujeres	Nacimiento Residencia	Población	Total Nacional	Total Nacional	Valores simples de edad	77 años	2066	305.763,583083
Tipo de dato	Proyección a largo plazo	Sexo	Mujeres	Nacimiento Residencia	Población	Total Nacional	Total Nacional	Valores simples de edad	77 años	2065	306.340,470295
Tipo de dato	Proyección a largo plazo	Sexo	Mujeres	Nacimiento Residencia	Población	Total Nacional	Total Nacional	Valores simples de edad	77 años	2064	309.739,998463
Tipo de dato	Proyección a largo plazo	Sexo	Mujeres	Nacimiento Residencia	Población	Total Nacional	Total Nacional	Valores simples de edad	77 años	2063	314.186,503948
Tipo de dato	Proyección a largo plazo	Sexo	Mujeres	Nacimiento Residencia	Población	Total Nacional	Total Nacional	Valores simples de edad	77 años	2062	320.303,148316
Tipo de dato	Proyección a largo plazo	Sexo	Mujeres	Nacimiento Residencia	Población	Total Nacional	Total Nacional	Valores simples de edad	77 años	2061	325.529,751364
Tipo de dato	Proyección a largo plazo	Sexo	Mujeres	Nacimiento Residencia	Población	Total Nacional	Total Nacional	Valores simples de edad	77 años	2060	336.167,196559
Tipo de dato	Proyección a largo plazo	Sexo	Mujeres	Nacimiento Residencia	Población	Total Nacional	Total Nacional	Valores simples de edad	77 años	2059	344.555,396513
Tipo de dato	Proyección a largo plazo	Sexo	Mujeres	Nacimiento Residencia	Población	Total Nacional	Total Nacional	Valores simples de edad	77 años	2058	355.301,150828
Tipo de dato	Proyección a largo plazo	Sexo	Mujeres	Nacimiento Residencia	Población	Total Nacional	Total Nacional	Valores simples de edad	77 años	2057	361.590,795535
Tipo de dato	Proyección a largo plazo	Sexo	Mujeres	Nacimiento Residencia	Población	Total Nacional	Total Nacional	Valores simples de edad	77 años	2056	372.473,208301
Tipo de dato	Proyección a largo plazo	Sexo	Mujeres	Nacimiento Residencia	Población	Total Nacional	Total Nacional	Valores simples de edad	77 años	2055	373.783,763829
Tipo de dato	Proyección a largo plazo	Sexo	Mujeres	Nacimiento Residencia	Población	Total Nacional	Total Nacional	Valores simples de edad	77 años	2054	378.911,196795
Tipo de dato	Proyección a largo plazo	Sexo	Mujeres	Nacimiento Residencia	Población	Total Nacional	Total Nacional	Valores simples de edad	77 años	2053	373.915,049862
Tipo de dato	Proyección a largo plazo	Sexo	Mujeres	Nacimiento Residencia	Población	Total Nacional	Total Nacional	Valores simples de edad	77 años	2052	370.580,764490
Tipo de dato	Proyección a largo plazo	Sexo	Mujeres	Nacimiento Residencia	Población	Total Nacional	Total Nacional	Valores simples de edad	77 años	2051	360.853,890249
Tipo de dato	Proyección a largo plazo	Sexo	Mujeres	Nacimiento Residencia	Población	Total Nacional	Total Nacional	Valores simples de edad	77 años	2050	358.133,259717
Tipo de dato	Proyección a largo plazo	Sexo	Mujeres	Nacimiento Residencia	Población	Total Nacional	Total Nacional	Valores simples de edad	77 años	2049	351.933,258245
Tipo de dato	Proyección a largo plazo	Sexo	Mujeres	Nacimiento Residencia	Población	Total Nacional	Total Nacional	Valores simples de edad	77 años	2048	346.464,415466
Tipo de dato	Proyección a largo plazo	Sexo	Mujeres	Nacimiento Residencia	Población	Total Nacional	Total Nacional	Valores simples de edad	77 años	2047	342.675,435492
Tipo de dato	Proyección a largo plazo	Sexo	Mujeres	Nacimiento Residencia	Población	Total Nacional	Total Nacional	Valores simples de edad	77 años	2046	339.331,794428
Tipo de dato	Proyección a largo plazo	Sexo	Mujeres	Nacimiento Residencia	Población	Total Nacional	Total Nacional	Valores simples de edad	77 años	2045	341.285,139383
Tipo de dato	Proyección a largo plazo	Sexo	Mujeres	Nacimiento Residencia	Población	Total Nacional	Total Nacional	Valores simples de edad	77 años	2044	332.810,815432
Tipo de dato	Proyección a largo plazo	Sexo	Mujeres	Nacimiento Residencia	Población	Total Nacional	Total Nacional	Valores simples de edad	77 años	2043	330.489,618096
Tipo de dato	Proyección a largo plazo	Sexo	Mujeres	Nacimiento Residencia	Población	Total Nacional	Total Nacional	Valores simples de edad	77 años	2042	334.137,600604
Tipo de dato	Proyección a largo plazo	Sexo	Mujeres	Nacimiento Residencia	Población	Total Nacional	Total Nacional	Valores simples de edad	77 años	2041	318.030,966958
Tipo de dato	Proyección a largo plazo	Sexo	Mujeres	Nacimiento Residencia	Población	Total Nacional	Total Nacional	Valores simples de edad	77 años	2040	308.672,932947
Tipo de dato	Proyección a largo plazo	Sexo	Mujeres	Nacimiento Residencia	Población	Total Nacional	Total Nacional	Valores simples de edad	77 años	2039	302.326,270691
Tipo de dato	Proyección a largo plazo	Sexo	Mujeres	Nacimiento Residencia	Población	Total Nacional	Total Nacional	Valores simples de edad	77 años	2038	302.697,056933
Tipo de dato	Proyección a largo plazo	Sexo	Mujeres	Nacimiento Residencia	Población	Total Nacional	Total Nacional	Valores simples de edad	77 años	2037	294.444,935655
Tipo de dato	Proyección a largo plazo	Sexo	Mujeres	Nacimiento Residencia	Población	Total Nacional	Total Nacional	Valores simples de edad	77 años	2036	288.090,618032
Tipo de dato	Proyección a largo plazo	Sexo	Mujeres	Nacimiento Residencia	Población	Total Nacional	Total Nacional	Valores simples de edad	77 años	2035	281.663,583185
Tipo de dato	Proyección a largo plazo	Sexo	Mujeres	Nacimiento Residencia	Población	Total Nacional	Total Nacional	Valores simples de edad	77 años	2034	262.950,300249
Tipo de dato	Proyección a largo plazo	Sexo	Mujeres	Nacimiento Residencia	Población	Total Nacional	Total Nacional	Valores simples de edad	77 años	2033	255.791,840540
Tipo de dato	Proyección a largo plazo	Sexo	Mujeres	Nacimiento Residencia	Población	Total Nacional	Total Nacional	Valores simples de edad	77 años	2032	244.877,621442
Tipo de dato	Proyección a largo plazo	Sexo	Mujeres	Nacimiento Residencia	Población	Total Nacional	Total Nacional	Valores simples de edad	77 años	2031	243.858,890170
Tipo de dato	Proyección a largo plazo	Sexo	Mujeres	Nacimiento Residencia	Población	Total Nacional	Total Nacional	Valores simples de edad	77 años	2030	241.524,128963
Tipo de dato	Proyección a largo plazo	Sexo	Mujeres	Nacimiento Residencia	Población	Total Nacional	Total Nacional	Valores simples de edad	77 años	2029	227.765,462242
Tipo de dato	Proyección a largo plazo	Sexo	Mujeres	Nacimiento Residencia	Población	Total Nacional	Total Nacional	Valores simples de edad	77 años	2028	221.935,456514
Tipo de dato	Proyección a largo plazo	Sexo	Mujeres	Nacimiento Residencia	Población	Total Nacional	Total Nacional	Valores simples de edad	77 años	2027	230.933,256869
Tipo de dato	Proyección a largo plazo	Sexo	Mujeres	Nacimiento Residencia	Población	Total Nacional	Total Nacional	Valores simples de edad	77 años	2026	240.795,862142
Tipo de dato	Proyección a largo plazo	Sexo	Mujeres	Nacimiento Residencia	Población	Total Nacional	Total Nacional	Valores simples de edad	77 años	2025	220.104,944481
Tipo de dato	Proyección a largo plazo	Sexo	Mujeres	Nacimiento Residencia	Población	Total Nacional	Total Nacional	Valores simples de edad	77 años	2024	210.995,000000
Tipo de dato	Proyección a largo plazo	Sexo	Mujeres	Nacimiento Residencia	Población	Total Nacional	Total Nacional	Valores simples de edad	78 años	2074	292.864,570884
Tipo de dato	Proyección a largo plazo	Sexo	Mujeres	Nacimiento Residencia	Población	Total Nacional	Total Nacional	Valores simples de edad	78 años	2073	293.222,581674
Tipo de dato	Proyección a largo plazo	Sexo	Mujeres	Nacimiento Residencia	Población	Total Nacional	Total Nacional	Valores simples de edad	78 años	2072	297.074,856331
Tipo de dato	Proyección a largo plazo	Sexo	Mujeres	Nacimiento Residencia	Población	Total Nacional	Total Nacional	Valores simples de edad	78 años	2071	300.821,134824
Tipo de dato	Proyección a largo plazo	Sexo	Mujeres	Nacimiento Residencia	Población	Total Nacional	Total Nacional	Valores simples de edad	78 años	2070	297.048,983390
Tipo de dato	Proyección a largo plazo	Sexo	Mujeres	Nacimiento Residencia	Población	Total Nacional	Total Nacional	Valores simples de edad	78 años	2069	297.413,899187
Tipo de dato	Proyección a largo plazo	Sexo	Mujeres	Nacimiento Residencia	Población	Total Nacional	Total Nacional	Valores simples de edad	78 años	2068	298.527,380988
Tipo de dato	Proyección a largo plazo	Sexo	Mujeres	Nacimiento Residencia	Población	Total Nacional	Total Nacional	Valores simples de edad	78 años	2067	299.718,163367
Tipo de dato	Proyección a largo plazo	Sexo	Mujeres	Nacimiento Residencia	Población	Total Nacional	Total Nacional	Valores simples de edad	78 años	2066	300.309,939768
Tipo de dato	Proyección a largo plazo	Sexo	Mujeres	Nacimiento Residencia	Población	Total Nacional	Total Nacional	Valores simples de edad	78 años	2065	303.674,997430
Tipo de dato	Proyección a largo plazo	Sexo	Mujeres	Nacimiento Residencia	Población	Total Nacional	Total Nacional	Valores simples de edad	78 años	2064	308.067,931382
Tipo de dato	Proyección a largo plazo	Sexo	Mujeres	Nacimiento Residencia	Población	Total Nacional	Total Nacional	Valores simples de edad	78 años	2063	314.096,281135
Tipo de dato	Proyección a largo plazo	Sexo	Mujeres	Nacimiento Residencia	Población	Total Nacional	Total Nacional	Valores simples de edad	78 años	2062	319.255,389660
Tipo de dato	Proyección a largo plazo	Sexo	Mujeres	Nacimiento Residencia	Población	Total Nacional	Total Nacional	Valores simples de edad	78 años	2061	329.720,951552
Tipo de dato	Proyección a largo plazo	Sexo	Mujeres	Nacimiento Residencia	Población	Total Nacional	Total Nacional	Valores simples de edad	78 años	2060	337.992,550145
Tipo de dato	Proyección a largo plazo	Sexo	Mujeres	Nacimiento Residencia	Población	Total Nacional	Total Nacional	Valores simples de edad	78 años	2059	348.572,300321
Tipo de dato	Proyección a largo plazo	Sexo	Mujeres	Nacimiento Residencia	Población	Total Nacional	Total Nacional	Valores simples de edad	78 años	2058	354.786,644424
Tipo de dato	Proyección a largo plazo	Sexo	Mujeres	Nacimiento Residencia	Población	Total Nacional	Total Nacional	Valores simples de edad	78 años	2057	365.518,751323
Tipo de dato	Proyección a largo plazo	Sexo	Mujeres	Nacimiento Residencia	Población	Total Nacional	Total Nacional	Valores simples de edad	78 años	2056	366.836,723168
Tipo de dato	Proyección a largo plazo	Sexo	Mujeres	Nacimiento Residencia	Población	Total Nacional	Total Nacional	Valores simples de edad	78 años	2055	371.909,311996
Tipo de dato	Proyección a largo plazo	Sexo	Mujeres	Nacimiento Residencia	Población	Total Nacional	Total Nacional	Valores simples de edad	78 años	2054	367.023,528189
Tipo de dato	Proyección a largo plazo	Sexo	Mujeres	Nacimiento Residencia	Población	Total Nacional	Total Nacional	Valores simples de edad	78 años	2053	363.760,151177
Tipo de dato	Proyección a largo plazo	Sexo	Mujeres	Nacimiento Residencia	Población	Total Nacional	Total Nacional	Valores simples de edad	78 años	2052	354.223,312685
Tipo de dato	Proyección a largo plazo	Sexo	Mujeres	Nacimiento Residencia	Población	Total Nacional	Total Nacional	Valores simples de edad	78 años	2051	351.555,619956
Tipo de dato	Proyección a largo plazo	Sexo	Mujeres	Nacimiento Residencia	Población	Total Nacional	Total Nacional	Valores simples de edad	78 años	2050	345.481,111661
Tipo de dato	Proyección a largo plazo	Sexo	Mujeres	Nacimiento Residencia	Población	Total Nacional	Total Nacional	Valores simples de edad	78 años	2049	340.112,660413
Tipo de dato	Proyección a largo plazo	Sexo	Mujeres	Nacimiento Residencia	Población	Total Nacional	Total Nacional	Valores simples de edad	78 años	2048	336.415,792287
Tipo de dato	Proyección a largo plazo	Sexo	Mujeres	Nacimiento Residencia	Población	Total Nacional	Total Nacional	Valores simples de edad	78 años	2047	333.134,292409
Tipo de dato	Proyección a largo plazo	Sexo	Mujeres	Nacimiento Residencia	Población	Total Nacional	Total Nacional	Valores simples de edad	78 años	2046	335.078,792155
Tipo de dato	Proyección a largo plazo	Sexo	Mujeres	Nacimiento Residencia	Población	Total Nacional	Total Nacional	Valores simples de edad	78 años	2045	326.776,683380
Tipo de dato	Proyección a largo plazo	Sexo	Mujeres	Nacimiento Residencia	Población	Total Nacional	Total Nacional	Valores simples de edad	78 años	2044	324.506,718065
Tipo de dato	Proyección a largo plazo	Sexo	Mujeres	Nacimiento Residencia	Población	Total Nacional	Total Nacional	Valores simples de edad	78 años	2043	328.108,901819
Tipo de dato	Proyección a largo plazo	Sexo	Mujeres	Nacimiento Residencia	Población	Total Nacional	Total Nacional	Valores simples de edad	78 años	2042	312.294,856242
Tipo de dato	Proyección a largo plazo	Sexo	Mujeres	Nacimiento Residencia	Población	Total Nacional	Total Nacional	Valores simples de edad	78 años	2041	303.117,453449
Tipo de dato	Proyección a largo plazo	Sexo	Mujeres	Nacimiento Residencia	Población	Total Nacional	Total Nacional	Valores simples de edad	78 años	2040	296.921,358112
Tipo de dato	Proyección a largo plazo	Sexo	Mujeres	Nacimiento Residencia	Población	Total Nacional	Total Nacional	Valores simples de edad	78 años	2039	297.285,982230
Tipo de dato	Proyección a largo plazo	Sexo	Mujeres	Nacimiento Residencia	Población	Total Nacional	Total Nacional	Valores simples de edad	78 años	2038	289.200,937528
Tipo de dato	Proyección a largo plazo	Sexo	Mujeres	Nacimiento Residencia	Población	Total Nacional	Total Nacional	Valores simples de edad	78 años	2037	282.961,928907
Tipo de dato	Proyección a largo plazo	Sexo	Mujeres	Nacimiento Residencia	Población	Total Nacional	Total Nacional	Valores simples de edad	78 años	2036	276.664,888344
Tipo de dato	Proyección a largo plazo	Sexo	Mujeres	Nacimiento Residencia	Población	Total Nacional	Total Nacional	Valores simples de edad	78 años	2035	258.299,719078
Tipo de dato	Proyección a largo plazo	Sexo	Mujeres	Nacimiento Residencia	Población	Total Nacional	Total Nacional	Valores simples de edad	78 años	2034	251.281,456613
Tipo de dato	Proyección a largo plazo	Sexo	Mujeres	Nacimiento Residencia	Población	Total Nacional	Total Nacional	Valores simples de edad	78 años	2033	240.587,399950
Tipo de dato	Proyección a largo plazo	Sexo	Mujeres	Nacimiento Residencia	Población	Total Nacional	Total Nacional	Valores simples de edad	78 años	2032	239.630,164653
Tipo de dato	Proyección a largo plazo	Sexo	Mujeres	Nacimiento Residencia	Población	Total Nacional	Total Nacional	Valores simples de edad	78 años	2031	237.380,402718
Tipo de dato	Proyección a largo plazo	Sexo	Mujeres	Nacimiento Residencia	Población	Total Nacional	Total Nacional	Valores simples de edad	78 años	2030	223.939,842433
Tipo de dato	Proyección a largo plazo	Sexo	Mujeres	Nacimiento Residencia	Población	Total Nacional	Total Nacional	Valores simples de edad	78 años	2029	218.275,066746
Tipo de dato	Proyección a largo plazo	Sexo	Mujeres	Nacimiento Residencia	Población	Total Nacional	Total Nacional	Valores simples de edad	78 años	2028	227.181,743079
Tipo de dato	Proyección a largo plazo	Sexo	Mujeres	Nacimiento Residencia	Población	Total Nacional	Total Nacional	Valores simples de edad	78 años	2027	236.925,445482
Tipo de dato	Proyección a largo plazo	Sexo	Mujeres	Nacimiento Residencia	Población	Total Nacional	Total Nacional	Valores simples de edad	78 años	2026	216.662,151410
Tipo de dato	Proyección a largo plazo	Sexo	Mujeres	Nacimiento Residencia	Población	Total Nacional	Total Nacional	Valores simples de edad	78 años	2025	207.736,032704
Tipo de dato	Proyección a largo plazo	Sexo	Mujeres	Nacimiento Residencia	Población	Total Nacional	Total Nacional	Valores simples de edad	78 años	2024	216.808,000000
Tipo de dato	Proyección a largo plazo	Sexo	Mujeres	Nacimiento Residencia	Población	Total Nacional	Total Nacional	Valores simples de edad	79 años	2074	286.588,913047
Tipo de dato	Proyección a largo plazo	Sexo	Mujeres	Nacimiento Residencia	Población	Total Nacional	Total Nacional	Valores simples de edad	79 años	2073	290.401,126305
Tipo de dato	Proyección a largo plazo	Sexo	Mujeres	Nacimiento Residencia	Población	Total Nacional	Total Nacional	Valores simples de edad	79 años	2072	294.093,197944
Tipo de dato	Proyección a largo plazo	Sexo	Mujeres	Nacimiento Residencia	Población	Total Nacional	Total Nacional	Valores simples de edad	79 años	2071	290.404,977661
Tipo de dato	Proyección a largo plazo	Sexo	Mujeres	Nacimiento Residencia	Población	Total Nacional	Total Nacional	Valores simples de edad	79 años	2070	290.767,977666
Tipo de dato	Proyección a largo plazo	Sexo	Mujeres	Nacimiento Residencia	Población	Total Nacional	Total Nacional	Valores simples de edad	79 años	2069	291.869,849748
Tipo de dato	Proyección a largo plazo	Sexo	Mujeres	Nacimiento Residencia	Población	Total Nacional	Total Nacional	Valores simples de edad	79 años	2068	293.052,913800
Tipo de dato	Proyección a largo plazo	Sexo	Mujeres	Nacimiento Residencia	Población	Total Nacional	Total Nacional	Valores simples de edad	79 años	2067	293.653,882554
Tipo de dato	Proyección a largo plazo	Sexo	Mujeres	Nacimiento Residencia	Población	Total Nacional	Total Nacional	Valores simples de edad	79 años	2066	296.973,709062
Tipo de dato	Proyección a largo plazo	Sexo	Mujeres	Nacimiento Residencia	Población	Total Nacional	Total Nacional	Valores simples de edad	79 años	2065	301.300,213037
Tipo de dato	Proyección a largo plazo	Sexo	Mujeres	Nacimiento Residencia	Población	Total Nacional	Total Nacional	Valores simples de edad	79 años	2064	307.223,925341
Tipo de dato	Proyección a largo plazo	Sexo	Mujeres	Nacimiento Residencia	Población	Total Nacional	Total Nacional	Valores simples de edad	79 años	2063	312.299,884983
Tipo de dato	Proyección a largo plazo	Sexo	Mujeres	Nacimiento Residencia	Población	Total Nacional	Total Nacional	Valores simples de edad	79 años	2062	322.566,758193
Tipo de dato	Proyección a largo plazo	Sexo	Mujeres	Nacimiento Residencia	Población	Total Nacional	Total Nacional	Valores simples de edad	79 años	2061	330.697,577541
Tipo de dato	Proyección a largo plazo	Sexo	Mujeres	Nacimiento Residencia	Población	Total Nacional	Total Nacional	Valores simples de edad	79 años	2060	341.081,961674
Tipo de dato	Proyección a largo plazo	Sexo	Mujeres	Nacimiento Residencia	Población	Total Nacional	Total Nacional	Valores simples de edad	79 años	2059	347.199,333416
Tipo de dato	Proyección a largo plazo	Sexo	Mujeres	Nacimiento Residencia	Población	Total Nacional	Total Nacional	Valores simples de edad	79 años	2058	357.749,111715
Tipo de dato	Proyección a largo plazo	Sexo	Mujeres	Nacimiento Residencia	Población	Total Nacional	Total Nacional	Valores simples de edad	79 años	2057	359.062,704611
Tipo de dato	Proyección a largo plazo	Sexo	Mujeres	Nacimiento Residencia	Población	Total Nacional	Total Nacional	Valores simples de edad	79 años	2056	364.060,203032
Tipo de dato	Proyección a largo plazo	Sexo	Mujeres	Nacimiento Residencia	Población	Total Nacional	Total Nacional	Valores simples de edad	79 años	2055	359.286,771215
Tipo de dato	Proyección a largo plazo	Sexo	Mujeres	Nacimiento Residencia	Población	Total Nacional	Total Nacional	Valores simples de edad	79 años	2054	356.093,492431
Tipo de dato	Proyección a largo plazo	Sexo	Mujeres	Nacimiento Residencia	Población	Total Nacional	Total Nacional	Valores simples de edad	79 años	2053	346.759,457254
Tipo de dato	Proyección a largo plazo	Sexo	Mujeres	Nacimiento Residencia	Población	Total Nacional	Total Nacional	Valores simples de edad	79 años	2052	344.143,056483
Tipo de dato	Proyección a largo plazo	Sexo	Mujeres	Nacimiento Residencia	Población	Total Nacional	Total Nacional	Valores simples de edad	79 años	2051	338.199,244834
Tipo de dato	Proyección a largo plazo	Sexo	Mujeres	Nacimiento Residencia	Población	Total Nacional	Total Nacional	Valores simples de edad	79 años	2050	332.935,364365
Tipo de dato	Proyección a largo plazo	Sexo	Mujeres	Nacimiento Residencia	Población	Total Nacional	Total Nacional	Valores simples de edad	79 años	2049	329.329,384950
Tipo de dato	Proyección a largo plazo	Sexo	Mujeres	Nacimiento Residencia	Población	Total Nacional	Total Nacional	Valores simples de edad	79 años	2048	326.108,861512
Tipo de dato	Proyección a largo plazo	Sexo	Mujeres	Nacimiento Residencia	Población	Total Nacional	Total Nacional	Valores simples de edad	79 años	2047	328.029,254904
Tipo de dato	Proyección a largo plazo	Sexo	Mujeres	Nacimiento Residencia	Población	Total Nacional	Total Nacional	Valores simples de edad	79 años	2046	319.908,398619
Tipo de dato	Proyección a largo plazo	Sexo	Mujeres	Nacimiento Residencia	Población	Total Nacional	Total Nacional	Valores simples de edad	79 años	2045	317.684,972437
Tipo de dato	Proyección a largo plazo	Sexo	Mujeres	Nacimiento Residencia	Población	Total Nacional	Total Nacional	Valores simples de edad	79 años	2044	321.226,123416
Tipo de dato	Proyección a largo plazo	Sexo	Mujeres	Nacimiento Residencia	Población	Total Nacional	Total Nacional	Valores simples de edad	79 años	2043	305.731,462901
Tipo de dato	Proyección a largo plazo	Sexo	Mujeres	Nacimiento Residencia	Población	Total Nacional	Total Nacional	Valores simples de edad	79 años	2042	296.745,355443
Tipo de dato	Proyección a largo plazo	Sexo	Mujeres	Nacimiento Residencia	Población	Total Nacional	Total Nacional	Valores simples de edad	79 años	2041	290.701,824833
Tipo de dato	Proyección a largo plazo	Sexo	Mujeres	Nacimiento Residencia	Población	Total Nacional	Total Nacional	Valores simples de edad	79 años	2040	291.047,698469
Tipo de dato	Proyección a largo plazo	Sexo	Mujeres	Nacimiento Residencia	Población	Total Nacional	Total Nacional	Valores simples de edad	79 años	2039	283.137,306462
Tipo de dato	Proyección a largo plazo	Sexo	Mujeres	Nacimiento Residencia	Población	Total Nacional	Total Nacional	Valores simples de edad	79 años	2038	277.016,956997
Tipo de dato	Proyección a largo plazo	Sexo	Mujeres	Nacimiento Residencia	Población	Total Nacional	Total Nacional	Valores simples de edad	79 años	2037	270.851,163672
Tipo de dato	Proyección a largo plazo	Sexo	Mujeres	Nacimiento Residencia	Población	Total Nacional	Total Nacional	Valores simples de edad	79 años	2036	252.867,097571
Tipo de dato	Proyección a largo plazo	Sexo	Mujeres	Nacimiento Residencia	Población	Total Nacional	Total Nacional	Valores simples de edad	79 años	2035	245.989,253022
Tipo de dato	Proyección a largo plazo	Sexo	Mujeres	Nacimiento Residencia	Población	Total Nacional	Total Nacional	Valores simples de edad	79 años	2034	235.522,681832
Tipo de dato	Proyección a largo plazo	Sexo	Mujeres	Nacimiento Residencia	Población	Total Nacional	Total Nacional	Valores simples de edad	79 años	2033	234.602,225635
Tipo de dato	Proyección a largo plazo	Sexo	Mujeres	Nacimiento Residencia	Población	Total Nacional	Total Nacional	Valores simples de edad	79 años	2032	232.414,387370
Tipo de dato	Proyección a largo plazo	Sexo	Mujeres	Nacimiento Residencia	Población	Total Nacional	Total Nacional	Valores simples de edad	79 años	2031	219.298,872972
Tipo de dato	Proyección a largo plazo	Sexo	Mujeres	Nacimiento Residencia	Población	Total Nacional	Total Nacional	Valores simples de edad	79 años	2030	213.785,946357
Tipo de dato	Proyección a largo plazo	Sexo	Mujeres	Nacimiento Residencia	Población	Total Nacional	Total Nacional	Valores simples de edad	79 años	2029	222.545,172969
Tipo de dato	Proyección a largo plazo	Sexo	Mujeres	Nacimiento Residencia	Población	Total Nacional	Total Nacional	Valores simples de edad	79 años	2028	232.118,963636
Tipo de dato	Proyección a largo plazo	Sexo	Mujeres	Nacimiento Residencia	Población	Total Nacional	Total Nacional	Valores simples de edad	79 años	2027	212.344,820577
Tipo de dato	Proyección a largo plazo	Sexo	Mujeres	Nacimiento Residencia	Población	Total Nacional	Total Nacional	Valores simples de edad	79 años	2026	203.653,435717
Tipo de dato	Proyección a largo plazo	Sexo	Mujeres	Nacimiento Residencia	Población	Total Nacional	Total Nacional	Valores simples de edad	79 años	2025	212.541,425160
Tipo de dato	Proyección a largo plazo	Sexo	Mujeres	Nacimiento Residencia	Población	Total Nacional	Total Nacional	Valores simples de edad	79 años	2024	202.315,000000
Tipo de dato	Proyección a largo plazo	Sexo	Mujeres	Nacimiento Residencia	Población	Total Nacional	Total Nacional	Valores simples de edad	80 años	2074	282.929,661853
Tipo de dato	Proyección a largo plazo	Sexo	Mujeres	Nacimiento Residencia	Población	Total Nacional	Total Nacional	Valores simples de edad	80 años	2073	286.569,287031
Tipo de dato	Proyección a largo plazo	Sexo	Mujeres	Nacimiento Residencia	Población	Total Nacional	Total Nacional	Valores simples de edad	80 años	2072	282.978,223752
Tipo de dato	Proyección a largo plazo	Sexo	Mujeres	Nacimiento Residencia	Población	Total Nacional	Total Nacional	Valores simples de edad	80 años	2071	283.338,427016
Tipo de dato	Proyección a largo plazo	Sexo	Mujeres	Nacimiento Residencia	Población	Total Nacional	Total Nacional	Valores simples de edad	80 años	2070	284.425,056169
Tipo de dato	Proyección a largo plazo	Sexo	Mujeres	Nacimiento Residencia	Población	Total Nacional	Total Nacional	Valores simples de edad	80 años	2069	285.597,142209
Tipo de dato	Proyección a largo plazo	Sexo	Mujeres	Nacimiento Residencia	Población	Total Nacional	Total Nacional	Valores simples de edad	80 años	2068	286.206,575638
Tipo de dato	Proyección a largo plazo	Sexo	Mujeres	Nacimiento Residencia	Población	Total Nacional	Total Nacional	Valores simples de edad	80 años	2067	289.474,278587
Tipo de dato	Proyección a largo plazo	Sexo	Mujeres	Nacimiento Residencia	Población	Total Nacional	Total Nacional	Valores simples de edad	80 años	2066	293.725,575960
Tipo de dato	Proyección a largo plazo	Sexo	Mujeres	Nacimiento Residencia	Población	Total Nacional	Total Nacional	Valores simples de edad	80 años	2065	299.532,397661
Tipo de dato	Proyección a largo plazo	Sexo	Mujeres	Nacimiento Residencia	Población	Total Nacional	Total Nacional	Valores simples de edad	80 años	2064	304.514,905387
Tipo de dato	Proyección a largo plazo	Sexo	Mujeres	Nacimiento Residencia	Población	Total Nacional	Total Nacional	Valores simples de edad	80 años	2063	314.559,720990
Tipo de dato	Proyección a largo plazo	Sexo	Mujeres	Nacimiento Residencia	Población	Total Nacional	Total Nacional	Valores simples de edad	80 años	2062	322.530,752334
