"id";"age";"job";"marital";"education";"default_credit";"contact";"contact_day";"contact_month";"duration";"campaign";"pdays";"previous";"poutcome";"deposit";"age_slot";"duration_slot";"prevdays_slot"
18965;49;"management";"single";"tertiary";"no";"cellular";19;"aug";386;3;-1;0;"n/a";"no";"4X";"d<7";"nc"
18966;52;"unemployed";"divorced";"secondary";"no";"cellular";24;"dec";422;2;-1;0;"n/a";"yes";"5X";"d<7";"nc"
18967;50;"blue-collar";"married";"primary";"no";"cellular";7;"aug";526;2;-1;0;"n/a";"yes";"5X";"d<10";"nc"
18968;32;"management";"single";"tertiary";"no";"unknown";5;"jun";231;2;-1;0;"n/a";"no";"3X";"d<5";"nc"
18969;62;"management";"divorced";"tertiary";"no";"telephone";17;"feb";196;4;-1;0;"n/a";"yes";"6X";"d<5";"nc"
18970;59;"admin";"single";"secondary";"no";"cellular";4;"sep";879;1;-1;0;"n/a";"yes";"5X";"d>10";"nc"
18971;33;"management";"divorced";"tertiary";"no";"cellular";8;"mar";264;2;278;1;"success";"yes";"3X";"d<5";"m10"
18972;59;"retired";"divorced";"unknown";"no";"unknown";13;"may";248;2;-1;0;"n/a";"no";"5X";"d<5";"nc"
18973;30;"services";"single";"secondary";"no";"unknown";26;"jun";29;1;-1;0;"n/a";"no";"3X";"d<2";"nc"
18974;22;"student";"single";"unknown";"no";"cellular";19;"feb";145;3;192;1;"failure";"yes";"2X";"d<2";"m07"
18975;42;"technician";"married";"tertiary";"no";"cellular";6;"aug";649;4;-1;0;"n/a";"yes";"4X";"d>10";"nc"
18976;31;"admin";"single";"secondary";"no";"cellular";21;"nov";529;1;-1;0;"n/a";"yes";"3X";"d<10";"nc"
18977;63;"technician";"married";"secondary";"no";"cellular";14;"aug";276;2;-1;0;"n/a";"yes";"6X";"d<5";"nc"
18978;21;"unemployed";"single";"secondary";"no";"cellular";2;"feb";120;1;-1;0;"n/a";"no";"2X";"d<2";"nc"
18979;25;"blue-collar";"single";"secondary";"no";"cellular";14;"jul";61;2;-1;0;"n/a";"no";"2X";"d<2";"nc"
18980;41;"blue-collar";"married";"primary";"no";"cellular";9;"apr";268;1;330;1;"failure";"no";"4X";"d<5";"m12"
18981;27;"admin";"married";"secondary";"no";"cellular";11;"jul";124;1;-1;0;"n/a";"no";"2X";"d<2";"nc"
18982;78;"retired";"married";"unknown";"no";"telephone";4;"aug";156;1;1;3;"other";"no";"7X";"d<5";"m01"
18983;34;"technician";"single";"secondary";"no";"cellular";18;"nov";835;1;-1;0;"n/a";"yes";"3X";"d>10";"nc"
18984;33;"blue-collar";"married";"secondary";"no";"cellular";18;"jul";278;2;-1;0;"n/a";"yes";"3X";"d<5";"nc"
18985;46;"self-employed";"married";"tertiary";"no";"unknown";12;"may";112;2;-1;0;"n/a";"no";"4X";"d<2";"nc"
18986;35;"technician";"married";"secondary";"no";"cellular";14;"jul";125;2;-1;0;"n/a";"no";"3X";"d<2";"nc"
18987;34;"technician";"married";"secondary";"no";"cellular";18;"oct";252;1;-1;0;"n/a";"yes";"3X";"d<5";"nc"
18988;22;"student";"single";"unknown";"no";"cellular";19;"feb";145;3;192;1;"failure";"yes";"2X";"d<2";"m07"
18989;37;"technician";"married";"secondary";"no";"cellular";14;"aug";65;4;-1;0;"n/a";"no";"3X";"d<2";"nc"
18990;54;"blue-collar";"married";"primary";"no";"telephone";31;"jul";73;2;-1;0;"n/a";"no";"5X";"d<2";"nc"
18991;36;"management";"single";"tertiary";"no";"unknown";10;"oct";5;1;772;4;"failure";"no";"3X";"d<2";"mAS15"
18992;40;"services";"single";"secondary";"no";"cellular";14;"may";329;1;-1;0;"n/a";"no";"4X";"d<7";"nc"
18993;32;"management";"single";"tertiary";"no";"cellular";22;"apr";545;1;-1;0;"n/a";"yes";"3X";"d<10";"nc"
18994;54;"blue-collar";"married";"secondary";"no";"cellular";18;"nov";373;4;-1;0;"n/a";"no";"5X";"d<7";"nc"
18995;33;"admin";"married";"tertiary";"no";"cellular";22;"oct";249;2;335;2;"failure";"yes";"3X";"d<5";"m12"
18996;55;"self-employed";"married";"secondary";"no";"cellular";20;"nov";142;2;174;2;"failure";"no";"5X";"d<2";"m06"
18997;56;"retired";"married";"secondary";"no";"cellular";22;"aug";158;2;-1;0;"n/a";"no";"5X";"d<5";"nc"
18998;74;"retired";"married";"primary";"no";"telephone";11;"sep";290;2;-1;0;"n/a";"yes";"7X";"d<5";"nc"
18999;72;"retired";"married";"primary";"no";"cellular";24;"apr";384;2;-1;0;"n/a";"yes";"7X";"d<7";"nc"
19000;36;"blue-collar";"married";"primary";"no";"telephone";20;"nov";35;1;-1;0;"n/a";"no";"3X";"d<2";"nc"
19001;48;"blue-collar";"divorced";"primary";"no";"unknown";14;"may";832;1;-1;0;"n/a";"yes";"4X";"d>10";"nc"
19002;51;"admin";"married";"unknown";"no";"telephone";11;"may";567;3;325;1;"failure";"no";"5X";"d<10";"m11"
19003;32;"management";"married";"tertiary";"no";"cellular";22;"jul";62;3;-1;0;"n/a";"no";"3X";"d<2";"nc"
19004;27;"self-employed";"single";"tertiary";"no";"cellular";6;"aug";385;4;-1;0;"n/a";"yes";"2X";"d<7";"nc"
19005;34;"technician";"single";"secondary";"no";"cellular";15;"may";1015;1;-1;0;"n/a";"yes";"3X";"d>10";"nc"
19006;27;"services";"single";"tertiary";"no";"cellular";24;"jul";187;1;-1;0;"n/a";"no";"2X";"d<5";"nc"
19007;66;"admin";"divorced";"secondary";"no";"cellular";28;"aug";283;1;-1;0;"n/a";"no";"6X";"d<5";"nc"
19008;39;"management";"married";"tertiary";"no";"cellular";8;"aug";88;2;-1;0;"n/a";"no";"3X";"d<2";"nc"
19009;38;"management";"married";"tertiary";"no";"cellular";18;"nov";70;1;-1;0;"n/a";"no";"3X";"d<2";"nc"
19010;42;"management";"married";"tertiary";"no";"cellular";3;"aug";654;2;-1;0;"n/a";"yes";"4X";"d>10";"nc"
19011;45;"admin";"divorced";"primary";"no";"cellular";22;"apr";147;1;181;1;"success";"yes";"4X";"d<2";"m07"
19012;29;"admin";"married";"secondary";"no";"cellular";29;"apr";961;2;334;2;"failure";"yes";"2X";"d>10";"m12"
19013;27;"blue-collar";"married";"secondary";"no";"unknown";16;"sep";23;1;778;41;"other";"no";"2X";"d<2";"mAS15"
19014;40;"services";"married";"secondary";"no";"unknown";15;"may";735;1;-1;0;"n/a";"no";"4X";"d>10";"nc"
19015;34;"management";"married";"tertiary";"no";"cellular";13;"aug";160;1;-1;0;"n/a";"no";"3X";"d<5";"nc"
19016;50;"blue-collar";"married";"primary";"no";"telephone";9;"sep";214;2;99;4;"failure";"yes";"5X";"d<5";"m04"
19017;41;"self-employed";"single";"tertiary";"no";"unknown";30;"may";96;2;-1;0;"n/a";"no";"4X";"d<2";"nc"
19018;34;"admin";"single";"secondary";"no";"unknown";27;"may";169;2;-1;0;"n/a";"no";"3X";"d<5";"nc"
19019;59;"management";"married";"tertiary";"no";"cellular";21;"aug";252;1;-1;0;"n/a";"yes";"5X";"d<5";"nc"
19020;24;"student";"single";"secondary";"no";"cellular";21;"jul";314;1;156;2;"success";"yes";"2X";"d<7";"m06"
19021;33;"technician";"married";"secondary";"no";"cellular";21;"jul";323;1;-1;0;"n/a";"no";"3X";"d<7";"nc"
19022;35;"management";"single";"tertiary";"no";"cellular";13;"may";809;1;300;1;"failure";"yes";"3X";"d>10";"m11"
19023;32;"management";"married";"tertiary";"no";"cellular";2;"feb";75;1;-1;0;"n/a";"no";"3X";"d<2";"nc"
19024;38;"technician";"single";"tertiary";"no";"cellular";28;"aug";247;2;-1;0;"n/a";"no";"3X";"d<5";"nc"
19025;43;"unknown";"married";"unknown";"no";"unknown";20;"jun";45;1;-1;0;"n/a";"no";"4X";"d<2";"nc"
19026;32;"entrepreneur";"married";"tertiary";"no";"cellular";19;"jul";187;11;-1;0;"n/a";"yes";"3X";"d<5";"nc"
19027;29;"management";"married";"tertiary";"no";"cellular";16;"sep";143;2;587;3;"failure";"yes";"2X";"d<2";"mAS15"
19028;36;"management";"divorced";"secondary";"no";"cellular";18;"nov";155;2;-1;0;"n/a";"no";"3X";"d<5";"nc"
19029;48;"blue-collar";"divorced";"secondary";"no";"cellular";15;"may";12;5;-1;0;"n/a";"no";"4X";"d<2";"nc"
19030;31;"blue-collar";"married";"secondary";"no";"cellular";5;"jun";166;2;-1;0;"n/a";"yes";"3X";"d<5";"nc"
19031;34;"technician";"single";"secondary";"no";"cellular";8;"aug";61;2;-1;0;"n/a";"no";"3X";"d<2";"nc"
19032;56;"management";"divorced";"tertiary";"no";"unknown";20;"jun";75;4;-1;0;"n/a";"no";"5X";"d<2";"nc"
19033;36;"admin";"divorced";"secondary";"no";"cellular";12;"nov";482;1;374;1;"success";"yes";"3X";"d<10";"m15"
19034;30;"entrepreneur";"married";"secondary";"no";"cellular";22;"jul";88;1;-1;0;"n/a";"no";"3X";"d<2";"nc"
19035;31;"management";"married";"tertiary";"no";"cellular";18;"aug";216;1;-1;0;"n/a";"yes";"3X";"d<5";"nc"
19036;32;"blue-collar";"single";"secondary";"no";"cellular";7;"may";275;2;342;4;"other";"no";"3X";"d<5";"m12"
19037;56;"admin";"married";"secondary";"no";"cellular";24;"jul";98;2;-1;0;"n/a";"no";"5X";"d<2";"nc"
19038;35;"technician";"single";"secondary";"no";"cellular";26;"may";58;1;105;1;"success";"no";"3X";"d<2";"m04"
19039;48;"technician";"married";"secondary";"no";"cellular";22;"aug";63;8;-1;0;"n/a";"no";"4X";"d<2";"nc"
19040;41;"technician";"single";"tertiary";"no";"cellular";4;"feb";261;1;184;6;"success";"yes";"4X";"d<5";"m07"
19041;45;"admin";"married";"secondary";"no";"telephone";15;"jul";533;3;-1;0;"n/a";"yes";"4X";"d<10";"nc"
19042;26;"technician";"single";"secondary";"no";"unknown";27;"may";436;1;-1;0;"n/a";"no";"2X";"d<7";"nc"
19043;33;"management";"single";"tertiary";"no";"cellular";20;"aug";131;1;-1;0;"n/a";"no";"3X";"d<2";"nc"
19044;49;"blue-collar";"single";"primary";"no";"cellular";7;"may";1516;2;353;2;"other";"yes";"4X";"d>10";"m12"
19045;42;"blue-collar";"married";"secondary";"no";"unknown";16;"may";76;21;-1;0;"n/a";"no";"4X";"d<2";"nc"
19046;26;"admin";"single";"secondary";"no";"cellular";30;"mar";171;4;-1;0;"n/a";"no";"2X";"d<5";"nc"
19047;36;"unemployed";"married";"secondary";"no";"cellular";30;"jan";339;3;-1;0;"n/a";"no";"3X";"d<7";"nc"
19048;42;"management";"divorced";"unknown";"no";"cellular";16;"feb";138;2;-1;0;"n/a";"yes";"4X";"d<2";"nc"
19049;35;"entrepreneur";"married";"secondary";"no";"cellular";21;"nov";112;2;-1;0;"n/a";"no";"3X";"d<2";"nc"
19050;40;"management";"single";"tertiary";"no";"cellular";1;"feb";147;1;209;1;"failure";"no";"4X";"d<2";"m07"
19051;42;"services";"single";"tertiary";"no";"cellular";11;"aug";176;2;90;4;"failure";"yes";"4X";"d<5";"m04"
19052;30;"management";"single";"tertiary";"no";"cellular";19;"aug";145;1;84;2;"success";"yes";"3X";"d<2";"m03"
19053;33;"management";"single";"tertiary";"no";"cellular";18;"nov";348;1;-1;0;"n/a";"no";"3X";"d<7";"nc"
19054;58;"management";"married";"tertiary";"no";"cellular";14;"sep";358;2;-1;0;"n/a";"yes";"5X";"d<7";"nc"
19055;39;"technician";"married";"secondary";"no";"cellular";19;"nov";139;1;92;4;"failure";"no";"3X";"d<2";"m04"
19056;57;"services";"divorced";"primary";"no";"unknown";9;"jun";144;3;-1;0;"n/a";"no";"5X";"d<2";"nc"
19057;30;"technician";"single";"secondary";"no";"cellular";6;"oct";144;1;-1;0;"n/a";"yes";"3X";"d<2";"nc"
19058;41;"technician";"married";"tertiary";"no";"cellular";5;"aug";837;2;-1;0;"n/a";"yes";"4X";"d>10";"nc"
19059;32;"services";"single";"secondary";"no";"cellular";7;"aug";255;1;-1;0;"n/a";"yes";"3X";"d<5";"nc"
19060;39;"admin";"single";"secondary";"no";"unknown";13;"may";19;9;-1;0;"n/a";"no";"3X";"d<2";"nc"
19061;52;"management";"married";"tertiary";"no";"cellular";17;"nov";48;1;-1;0;"n/a";"no";"5X";"d<2";"nc"
19062;45;"admin";"married";"secondary";"no";"cellular";3;"feb";373;1;92;1;"success";"yes";"4X";"d<7";"m04"
19063;33;"services";"married";"tertiary";"no";"cellular";4;"feb";134;1;-1;0;"n/a";"no";"3X";"d<2";"nc"
19064;41;"admin";"single";"secondary";"no";"telephone";25;"jul";286;2;-1;0;"n/a";"no";"4X";"d<5";"nc"
19065;39;"admin";"married";"secondary";"no";"unknown";4;"jun";282;15;-1;0;"n/a";"no";"3X";"d<5";"nc"
19066;41;"unemployed";"single";"tertiary";"no";"cellular";20;"nov";137;1;-1;0;"n/a";"no";"4X";"d<2";"nc"
19067;54;"unemployed";"single";"tertiary";"no";"cellular";21;"jul";101;1;-1;0;"n/a";"no";"5X";"d<2";"nc"
19068;41;"blue-collar";"married";"secondary";"yes";"cellular";24;"jul";651;1;-1;0;"n/a";"yes";"4X";"d>10";"nc"
19069;39;"technician";"married";"tertiary";"no";"cellular";7;"aug";70;2;-1;0;"n/a";"no";"3X";"d<2";"nc"
19070;43;"technician";"married";"secondary";"no";"cellular";4;"may";13;6;89;2;"failure";"no";"4X";"d<2";"m03"
19071;40;"technician";"married";"tertiary";"no";"cellular";23;"apr";499;6;185;4;"success";"yes";"4X";"d<10";"m07"
19072;31;"blue-collar";"married";"secondary";"no";"cellular";13;"apr";1091;2;-1;0;"n/a";"yes";"3X";"d>10";"nc"
19073;33;"technician";"married";"secondary";"no";"cellular";30;"jan";272;1;270;1;"other";"no";"3X";"d<5";"m10"
19074;37;"services";"single";"secondary";"no";"cellular";14;"may";380;3;-1;0;"n/a";"no";"3X";"d<7";"nc"
19075;50;"admin";"married";"secondary";"no";"unknown";7;"may";216;2;-1;0;"n/a";"no";"5X";"d<5";"nc"
19076;33;"technician";"married";"secondary";"no";"telephone";2;"mar";169;4;-1;0;"n/a";"no";"3X";"d<5";"nc"
19077;52;"technician";"married";"secondary";"no";"unknown";17;"jun";420;4;-1;0;"n/a";"no";"5X";"d<7";"nc"
19078;50;"admin";"married";"secondary";"no";"cellular";13;"nov";176;2;197;2;"success";"yes";"5X";"d<5";"m07"
19079;33;"management";"married";"tertiary";"no";"unknown";20;"may";717;1;-1;0;"n/a";"no";"3X";"d>10";"nc"
19080;35;"unemployed";"married";"secondary";"no";"cellular";28;"jul";173;8;-1;0;"n/a";"no";"3X";"d<5";"nc"
19081;51;"entrepreneur";"single";"tertiary";"no";"cellular";30;"jan";643;1;-1;0;"n/a";"no";"5X";"d>10";"nc"
19082;43;"technician";"divorced";"secondary";"no";"unknown";20;"jun";262;2;-1;0;"n/a";"no";"4X";"d<5";"nc"
19083;35;"management";"single";"tertiary";"no";"cellular";13;"apr";407;1;-1;0;"n/a";"yes";"3X";"d<7";"nc"
19084;24;"blue-collar";"single";"secondary";"no";"cellular";18;"may";487;1;-1;0;"n/a";"yes";"2X";"d<10";"nc"
19085;41;"self-employed";"married";"secondary";"no";"cellular";13;"may";174;2;-1;0;"n/a";"no";"4X";"d<5";"nc"
19086;36;"management";"single";"tertiary";"no";"cellular";25;"aug";141;4;-1;0;"n/a";"no";"3X";"d<2";"nc"
19087;22;"student";"single";"secondary";"no";"cellular";27;"oct";137;1;-1;0;"n/a";"yes";"2X";"d<2";"nc"
19088;35;"housemaid";"married";"primary";"no";"cellular";17;"jul";923;2;-1;0;"n/a";"yes";"3X";"d>10";"nc"
19089;26;"unemployed";"single";"secondary";"no";"cellular";28;"jan";1451;2;-1;0;"n/a";"yes";"2X";"d>10";"nc"
19090;48;"technician";"married";"primary";"no";"telephone";9;"jul";36;2;-1;0;"n/a";"no";"4X";"d<2";"nc"
19091;55;"management";"divorced";"tertiary";"no";"cellular";22;"oct";360;5;-1;0;"n/a";"yes";"5X";"d<7";"nc"
19092;46;"blue-collar";"married";"secondary";"no";"cellular";17;"nov";182;1;-1;0;"n/a";"no";"4X";"d<5";"nc"
19093;23;"student";"single";"secondary";"no";"cellular";25;"mar";96;2;-1;0;"n/a";"yes";"2X";"d<2";"nc"
19094;54;"technician";"married";"primary";"no";"telephone";29;"jul";222;3;-1;0;"n/a";"no";"5X";"d<5";"nc"
19095;45;"management";"married";"unknown";"no";"unknown";19;"may";124;63;-1;0;"n/a";"no";"4X";"d<2";"nc"
19096;41;"technician";"single";"secondary";"no";"cellular";20;"nov";222;4;98;4;"other";"no";"4X";"d<5";"m04"
19097;59;"admin";"married";"secondary";"no";"cellular";10;"jul";982;1;-1;0;"n/a";"yes";"5X";"d>10";"nc"
19098;53;"technician";"married";"secondary";"no";"cellular";13;"may";1130;2;-1;0;"n/a";"yes";"5X";"d>10";"nc"
19099;33;"entrepreneur";"married";"tertiary";"no";"cellular";28;"jul";57;3;-1;0;"n/a";"no";"3X";"d<2";"nc"
19100;45;"technician";"married";"secondary";"no";"cellular";27;"jul";287;2;181;1;"success";"yes";"4X";"d<5";"m07"
19101;25;"blue-collar";"single";"secondary";"no";"cellular";18;"may";504;1;-1;0;"n/a";"yes";"2X";"d<10";"nc"
19102;43;"admin";"married";"secondary";"no";"cellular";21;"nov";51;1;-1;0;"n/a";"no";"4X";"d<2";"nc"
19103;26;"self-employed";"single";"secondary";"no";"cellular";8;"jul";531;1;-1;0;"n/a";"yes";"2X";"d<10";"nc"
19104;27;"technician";"married";"tertiary";"no";"unknown";16;"may";218;2;-1;0;"n/a";"no";"2X";"d<5";"nc"
19105;59;"management";"married";"tertiary";"no";"cellular";20;"aug";377;6;90;1;"success";"yes";"5X";"d<7";"m04"
19106;47;"technician";"divorced";"tertiary";"no";"cellular";11;"may";1001;4;-1;0;"n/a";"no";"4X";"d>10";"nc"
19107;40;"technician";"single";"tertiary";"no";"cellular";4;"may";392;2;91;3;"success";"yes";"4X";"d<7";"m04"
19108;42;"admin";"divorced";"secondary";"no";"unknown";16;"may";844;1;-1;0;"n/a";"yes";"4X";"d>10";"nc"
19109;50;"admin";"single";"secondary";"no";"cellular";28;"jul";890;4;-1;0;"n/a";"yes";"5X";"d>10";"nc"
19110;36;"blue-collar";"married";"secondary";"no";"cellular";16;"jul";830;1;-1;0;"n/a";"yes";"3X";"d>10";"nc"
19111;59;"retired";"divorced";"tertiary";"no";"cellular";6;"feb";241;2;-1;0;"n/a";"yes";"5X";"d<5";"nc"
19112;31;"management";"married";"tertiary";"no";"cellular";12;"aug";284;2;-1;0;"n/a";"no";"3X";"d<5";"nc"
19113;59;"blue-collar";"divorced";"secondary";"no";"cellular";15;"jul";237;4;-1;0;"n/a";"no";"5X";"d<5";"nc"
19114;30;"admin";"married";"secondary";"no";"telephone";12;"nov";119;1;167;3;"success";"no";"3X";"d<2";"m06"
19115;53;"management";"divorced";"tertiary";"no";"cellular";5;"jun";438;2;-1;0;"n/a";"yes";"5X";"d<7";"nc"
19116;51;"management";"married";"secondary";"no";"cellular";28;"aug";72;18;-1;0;"n/a";"no";"5X";"d<2";"nc"
19117;53;"blue-collar";"married";"secondary";"no";"unknown";15;"may";99;1;-1;0;"n/a";"no";"5X";"d<2";"nc"
19118;38;"blue-collar";"married";"primary";"no";"unknown";20;"jun";324;5;-1;0;"n/a";"no";"3X";"d<7";"nc"
19119;37;"self-employed";"married";"secondary";"no";"cellular";27;"aug";155;15;-1;0;"n/a";"no";"3X";"d<5";"nc"
19120;41;"unemployed";"married";"primary";"no";"cellular";29;"jul";271;1;-1;0;"n/a";"no";"4X";"d<5";"nc"
19121;38;"services";"married";"secondary";"no";"unknown";12;"may";152;2;-1;0;"n/a";"no";"3X";"d<5";"nc"
19122;53;"retired";"married";"secondary";"no";"unknown";6;"may";593;2;-1;0;"n/a";"no";"5X";"d<10";"nc"
19123;37;"management";"single";"tertiary";"no";"cellular";11;"aug";90;4;-1;0;"n/a";"no";"3X";"d<2";"nc"
19124;53;"unemployed";"single";"secondary";"no";"cellular";30;"jul";259;3;-1;0;"n/a";"no";"5X";"d<5";"nc"
19125;46;"management";"married";"secondary";"no";"unknown";17;"jun";483;1;-1;0;"n/a";"no";"4X";"d<10";"nc"
19126;31;"management";"single";"tertiary";"no";"cellular";7;"aug";224;2;-1;0;"n/a";"no";"3X";"d<5";"nc"
19127;58;"entrepreneur";"married";"secondary";"no";"unknown";16;"jun";684;1;-1;0;"n/a";"no";"5X";"d>10";"nc"
19128;49;"management";"married";"tertiary";"no";"cellular";30;"jan";433;2;228;1;"failure";"no";"4X";"d<7";"m08"
19129;31;"management";"married";"tertiary";"no";"cellular";4;"may";108;2;167;1;"failure";"no";"3X";"d<2";"m06"
19130;55;"blue-collar";"married";"secondary";"no";"cellular";7;"may";312;1;-1;0;"n/a";"no";"5X";"d<7";"nc"
19131;75;"retired";"married";"primary";"no";"cellular";2;"feb";149;1;-1;0;"n/a";"no";"7X";"d<2";"nc"
19132;28;"student";"single";"secondary";"no";"cellular";20;"apr";185;1;-1;0;"n/a";"yes";"2X";"d<5";"nc"
19133;30;"technician";"single";"secondary";"no";"cellular";8;"apr";108;2;-1;0;"n/a";"yes";"3X";"d<2";"nc"
19134;22;"student";"single";"secondary";"no";"cellular";13;"jan";143;2;-1;0;"n/a";"yes";"2X";"d<2";"nc"
19135;53;"management";"married";"tertiary";"no";"cellular";5;"aug";397;2;93;2;"failure";"no";"5X";"d<7";"m04"
19136;32;"admin";"married";"tertiary";"no";"unknown";5;"may";138;1;-1;0;"n/a";"no";"3X";"d<2";"nc"
19137;41;"blue-collar";"married";"primary";"no";"unknown";6;"may";238;1;-1;0;"n/a";"no";"4X";"d<5";"nc"
19138;58;"entrepreneur";"married";"secondary";"no";"cellular";12;"may";1272;1;-1;0;"n/a";"yes";"5X";"d>10";"nc"
19139;36;"management";"single";"tertiary";"no";"cellular";18;"nov";106;1;-1;0;"n/a";"no";"3X";"d<2";"nc"
19140;24;"self-employed";"single";"tertiary";"no";"cellular";15;"may";134;2;-1;0;"n/a";"no";"2X";"d<2";"nc"
19141;31;"admin";"married";"secondary";"no";"unknown";9;"may";249;3;-1;0;"n/a";"no";"3X";"d<5";"nc"
19142;32;"management";"single";"tertiary";"no";"unknown";12;"may";757;2;-1;0;"n/a";"yes";"3X";"d>10";"nc"
19143;22;"self-employed";"single";"tertiary";"no";"cellular";17;"mar";272;3;-1;0;"n/a";"yes";"2X";"d<5";"nc"
19144;51;"blue-collar";"married";"primary";"no";"cellular";11;"aug";663;3;-1;0;"n/a";"yes";"5X";"d>10";"nc"
19145;35;"management";"single";"tertiary";"no";"unknown";6;"jun";1085;1;-1;0;"n/a";"yes";"3X";"d>10";"nc"
19146;46;"technician";"married";"secondary";"no";"unknown";9;"may";772;1;-1;0;"n/a";"yes";"4X";"d>10";"nc"
19147;52;"admin";"married";"secondary";"no";"cellular";4;"aug";218;1;-1;0;"n/a";"yes";"5X";"d<5";"nc"
19148;31;"blue-collar";"single";"secondary";"no";"cellular";5;"may";568;1;341;7;"failure";"yes";"3X";"d<10";"m12"
19149;71;"retired";"divorced";"unknown";"no";"telephone";7;"jul";276;2;-1;0;"n/a";"yes";"7X";"d<5";"nc"
19150;34;"management";"married";"tertiary";"no";"cellular";9;"sep";278;2;132;4;"failure";"yes";"3X";"d<5";"m05"
19151;71;"retired";"married";"primary";"no";"telephone";17;"apr";130;1;-1;0;"n/a";"yes";"7X";"d<2";"nc"
19152;37;"technician";"single";"secondary";"no";"cellular";8;"aug";1306;5;-1;0;"n/a";"yes";"3X";"d>10";"nc"
19153;35;"blue-collar";"married";"secondary";"no";"cellular";13;"may";267;1;-1;0;"n/a";"no";"3X";"d<5";"nc"
19154;32;"management";"single";"tertiary";"no";"unknown";21;"may";125;1;-1;0;"n/a";"no";"3X";"d<2";"nc"
19155;45;"blue-collar";"married";"primary";"no";"unknown";6;"may";263;2;-1;0;"n/a";"no";"4X";"d<5";"nc"
19156;56;"technician";"divorced";"secondary";"no";"cellular";18;"jul";536;1;-1;0;"n/a";"yes";"5X";"d<10";"nc"
19157;39;"services";"married";"secondary";"no";"cellular";6;"may";55;2;345;2;"other";"no";"3X";"d<2";"m12"
19158;58;"management";"married";"secondary";"no";"cellular";31;"jul";644;12;-1;0;"n/a";"yes";"5X";"d>10";"nc"
19159;57;"technician";"married";"secondary";"no";"cellular";18;"nov";66;1;-1;0;"n/a";"no";"5X";"d<2";"nc"
19160;20;"student";"single";"secondary";"no";"unknown";21;"jun";100;1;-1;0;"n/a";"yes";"2X";"d<2";"nc"
19161;72;"retired";"married";"secondary";"no";"cellular";26;"aug";186;1;-1;0;"n/a";"yes";"7X";"d<5";"nc"
19162;29;"technician";"single";"secondary";"yes";"unknown";28;"may";114;1;-1;0;"n/a";"no";"2X";"d<2";"nc"
19163;35;"management";"married";"tertiary";"no";"cellular";9;"feb";117;4;12;2;"other";"no";"3X";"d<2";"m01"
19164;49;"admin";"married";"secondary";"no";"cellular";18;"may";22;3;-1;0;"n/a";"no";"4X";"d<2";"nc"
19165;38;"services";"married";"tertiary";"no";"cellular";7;"may";251;2;-1;0;"n/a";"no";"3X";"d<5";"nc"
19166;45;"self-employed";"married";"tertiary";"no";"cellular";15;"may";217;1;176;1;"failure";"no";"4X";"d<5";"m06"
19167;38;"management";"single";"tertiary";"no";"cellular";15;"apr";139;5;145;9;"failure";"yes";"3X";"d<2";"m05"
19168;31;"admin";"single";"secondary";"no";"unknown";27;"may";235;5;-1;0;"n/a";"no";"3X";"d<5";"nc"
19169;38;"management";"married";"tertiary";"no";"cellular";15;"sep";385;3;769;2;"failure";"yes";"3X";"d<7";"mAS15"
19170;30;"management";"single";"tertiary";"no";"cellular";9;"apr";152;2;-1;0;"n/a";"yes";"3X";"d<5";"nc"
19171;28;"blue-collar";"married";"secondary";"no";"cellular";11;"feb";253;1;174;4;"success";"yes";"2X";"d<5";"m06"
19172;58;"retired";"married";"secondary";"no";"cellular";15;"jul";106;3;-1;0;"n/a";"no";"5X";"d<2";"nc"
19173;60;"retired";"married";"secondary";"no";"cellular";7;"oct";1386;1;-1;0;"n/a";"no";"6X";"d>10";"nc"
19174;43;"housemaid";"married";"secondary";"no";"unknown";21;"may";172;2;-1;0;"n/a";"no";"4X";"d<5";"nc"
19175;65;"retired";"divorced";"secondary";"no";"cellular";13;"jul";305;1;-1;0;"n/a";"yes";"6X";"d<7";"nc"
19176;53;"management";"married";"unknown";"no";"cellular";2;"jun";282;2;385;1;"success";"yes";"5X";"d<5";"m15"
19177;77;"retired";"divorced";"secondary";"no";"cellular";25;"sep";210;1;-1;0;"n/a";"yes";"7X";"d<5";"nc"
19178;59;"technician";"divorced";"secondary";"no";"cellular";26;"aug";164;2;-1;0;"n/a";"no";"5X";"d<5";"nc"
19179;44;"management";"married";"tertiary";"no";"unknown";13;"may";27;1;-1;0;"n/a";"no";"4X";"d<2";"nc"
19180;48;"retired";"married";"tertiary";"no";"cellular";23;"jul";70;5;-1;0;"n/a";"no";"4X";"d<2";"nc"
19181;54;"services";"married";"unknown";"no";"unknown";20;"jun";838;1;-1;0;"n/a";"yes";"5X";"d>10";"nc"
19182;35;"technician";"married";"tertiary";"no";"cellular";22;"jul";654;2;-1;0;"n/a";"yes";"3X";"d>10";"nc"
19183;40;"management";"married";"secondary";"no";"unknown";6;"may";260;3;-1;0;"n/a";"no";"4X";"d<5";"nc"
19184;25;"technician";"single";"secondary";"no";"cellular";12;"oct";138;1;-1;0;"n/a";"yes";"2X";"d<2";"nc"
19185;35;"management";"married";"tertiary";"no";"unknown";9;"may";61;1;-1;0;"n/a";"no";"3X";"d<2";"nc"
19186;46;"management";"divorced";"tertiary";"no";"cellular";11;"aug";716;3;-1;0;"n/a";"yes";"4X";"d>10";"nc"
