id,age,job,marital,education,producto,is_in_default,balance
24074,54.0,admin.,married,secondary,hipoteca_credito,0.0,0
24075,26.0,management,single,tertiary,deposit,0.0,2786
24076,40.0,blue-collar,married,primary,hipoteca__deposit,0.0,278
24077,30.0,technician,single,secondary,hipoteca_credito,0.0,-754
24078,32.0,technician,single,tertiary,hipoteca__deposit,0.0,932
24079,40.0,admin.,single,tertiary,deposit,0.0,1248
24080,30.0,admin.,married,tertiary,hipoteca,0.0,26
24081,32.0,blue-collar,married,secondary,hipoteca__deposit,0.0,889
24082,29.0,services,married,secondary,hipoteca,0.0,191
24083,37.0,blue-collar,married,secondary,hipoteca,0.0,10721
24084,48.0,technician,married,secondary,hipoteca,0.0,606
24085,51.0,management,married,tertiary,hipoteca,0.0,1612
24086,39.0,management,divorced,tertiary,deposit,0.0,224
24087,31.0,management,married,tertiary,deposit,0.0,1331
24088,43.0,blue-collar,married,primary,credito,0.0,232
24089,36.0,entrepreneur,single,tertiary,hipoteca,0.0,145
24090,77.0,retired,married,primary,deposit,0.0,2590
24091,64.0,retired,married,secondary,hipoteca__deposit,0.0,5966
24092,34.0,management,married,tertiary,hipoteca__deposit,0.0,0
24093,40.0,blue-collar,married,primary,hipoteca,0.0,332
24094,41.0,management,single,tertiary,deposit,0.0,11008
24097,30.0,services,single,unknown,hipoteca,0.0,138
24099,37.0,self-employed,married,secondary,hipoteca,1.0,0
24100,46.0,blue-collar,divorced,secondary,hipoteca,0.0,709
24101,34.0,management,married,secondary,deposit,0.0,369
24102,66.0,retired,married,tertiary,deposit,0.0,3
24103,25.0,technician,divorced,secondary,credito,0.0,86
24104,33.0,entrepreneur,married,secondary,hipoteca_credito,0.0,3140
24105,39.0,blue-collar,divorced,primary,credito,0.0,3
24106,37.0,entrepreneur,divorced,secondary,hipoteca_credito_deposit,0.0,175
24107,31.0,management,married,tertiary,hipoteca,0.0,1384
24108,45.0,blue-collar,single,secondary,hipoteca,0.0,615
24109,63.0,blue-collar,married,primary,deposit,0.0,115
24110,29.0,technician,married,secondary,deposit,0.0,2326
24111,35.0,self-employed,single,tertiary,hipoteca,0.0,1129
24113,34.0,technician,single,tertiary,hipoteca,0.0,0
24114,34.0,technician,married,secondary,deposit,0.0,133
24115,35.0,technician,married,tertiary,hipoteca__deposit,0.0,3160
24117,60.0,retired,divorced,tertiary,hipoteca__deposit,0.0,979
24118,34.0,retired,married,primary,deposit,0.0,4499
24120,47.0,admin.,married,secondary,deposit,0.0,3070
24121,34.0,management,married,tertiary,hipoteca,0.0,362
24124,24.0,student,single,secondary,deposit,0.0,125
24125,33.0,management,single,tertiary,deposit,0.0,935
24127,30.0,management,single,tertiary,hipoteca__deposit,0.0,102
24128,36.0,management,married,tertiary,deposit,0.0,925
24129,35.0,management,divorced,tertiary,hipoteca,0.0,457
24130,37.0,services,single,secondary,hipoteca,0.0,54
24131,59.0,blue-collar,married,primary,hipoteca,0.0,6212
24132,41.0,technician,single,primary,hipoteca,0.0,340
24133,44.0,management,married,tertiary,hipoteca,0.0,0
24134,46.0,blue-collar,married,secondary,hipoteca,0.0,4707
24135,34.0,blue-collar,married,primary,hipoteca__deposit,0.0,329
24136,29.0,blue-collar,married,primary,hipoteca,0.0,25
24137,46.0,blue-collar,married,secondary,hipoteca,0.0,536
24138,53.0,technician,married,tertiary,hipoteca,0.0,673
24139,26.0,blue-collar,married,secondary,hipoteca__deposit,0.0,246
24140,42.0,management,married,tertiary,hipoteca__deposit,0.0,6060
24141,25.0,services,married,secondary,hipoteca,0.0,50
24144,46.0,management,single,secondary,hipoteca,0.0,244
24145,30.0,management,married,tertiary,hipoteca,0.0,-181
24146,46.0,self-employed,married,tertiary,deposit,0.0,2421
24147,25.0,technician,single,secondary,deposit,0.0,325
24149,48.0,self-employed,married,tertiary,hipoteca,0.0,7
24150,32.0,blue-collar,married,primary,hipoteca,0.0,-6
24151,34.0,blue-collar,married,secondary,hipoteca__deposit,0.0,1454
24152,37.0,management,married,tertiary,deposit,0.0,3556
24153,44.0,services,married,secondary,hipoteca_credito,0.0,0
24154,35.0,unemployed,married,secondary,deposit,0.0,978
24155,42.0,entrepreneur,married,tertiary,deposit,0.0,5345
24157,52.0,services,married,secondary,hipoteca,0.0,2081
24158,31.0,management,single,tertiary,credito_deposit,0.0,409
24159,34.0,management,single,tertiary,deposit,0.0,212
24162,44.0,self-employed,married,unknown,hipoteca,0.0,680
24163,46.0,blue-collar,married,unknown,hipoteca__deposit,0.0,336
24164,48.0,technician,married,unknown,hipoteca,0.0,67
24165,42.0,admin.,single,secondary,hipoteca,0.0,4253
24166,42.0,technician,single,secondary,hipoteca__deposit,0.0,1364
24167,30.0,management,single,tertiary,deposit,0.0,147
24168,31.0,unemployed,divorced,tertiary,hipoteca__deposit,0.0,256
24169,54.0,technician,single,tertiary,deposit,0.0,118
24172,52.0,blue-collar,married,secondary,hipoteca,0.0,1117
24174,43.0,management,married,tertiary,hipoteca__deposit,0.0,1429
24175,41.0,unemployed,married,tertiary,deposit,0.0,0
24176,54.0,admin.,married,secondary,hipoteca__deposit,0.0,66
24178,56.0,unemployed,single,primary,deposit,0.0,1110
24179,31.0,admin.,married,secondary,hipoteca__deposit,0.0,97
24181,59.0,technician,married,primary,credito,0.0,309
24182,59.0,services,married,secondary,hipoteca__deposit,0.0,-22
24183,32.0,technician,married,tertiary,hipoteca__deposit,0.0,2976
24184,35.0,self-employed,married,secondary,hipoteca_credito_deposit,0.0,188
24186,29.0,services,single,tertiary,deposit,0.0,1788
24187,41.0,blue-collar,married,secondary,hipoteca,0.0,306
24188,57.0,admin.,divorced,secondary,credito,0.0,3100
24189,25.0,blue-collar,married,secondary,credito_deposit,0.0,101
24190,31.0,services,married,secondary,hipoteca_credito,0.0,1783
24192,39.0,admin.,married,secondary,hipoteca_credito_deposit,0.0,130
24193,84.0,retired,married,tertiary,deposit,0.0,4761
24194,38.0,services,married,primary,hipoteca,0.0,0
24196,33.0,management,married,tertiary,deposit,0.0,4570
24197,76.0,housemaid,divorced,primary,deposit,0.0,1411
24199,30.0,technician,single,secondary,deposit,0.0,3144
24200,38.0,management,married,tertiary,deposit,0.0,1199
24201,48.0,blue-collar,married,secondary,deposit,0.0,292
24202,35.0,technician,married,secondary,hipoteca,0.0,6
24203,27.0,technician,single,secondary,credito_deposit,1.0,0
24204,53.0,services,married,primary,hipoteca,0.0,8918
24205,34.0,blue-collar,married,secondary,hipoteca__deposit,0.0,640
24206,32.0,management,married,tertiary,deposit,0.0,8929
24208,46.0,services,divorced,secondary,hipoteca_credito,0.0,281
24209,55.0,retired,married,tertiary,hipoteca,0.0,357
24210,52.0,blue-collar,married,secondary,hipoteca__deposit,0.0,2087
24211,48.0,management,divorced,tertiary,deposit,0.0,2263
24212,28.0,management,single,tertiary,hipoteca__deposit,0.0,1287
24213,75.0,retired,divorced,tertiary,hipoteca__deposit,0.0,3810
24214,61.0,retired,divorced,primary,deposit,0.0,3624
24215,41.0,technician,married,secondary,hipoteca,0.0,10438
24216,34.0,management,single,tertiary,hipoteca,0.0,1396
24217,58.0,retired,divorced,unknown,hipoteca,0.0,5920
24218,47.0,admin.,single,secondary,hipoteca,0.0,3531
24219,30.0,management,married,tertiary,hipoteca,0.0,-27
24221,53.0,blue-collar,married,primary,deposit,0.0,252
24222,22.0,student,single,secondary,deposit,0.0,381
24223,27.0,admin.,single,secondary,credito,0.0,454
24224,48.0,blue-collar,married,primary,hipoteca,0.0,5366
24226,39.0,blue-collar,single,tertiary,deposit,0.0,48
24229,30.0,self-employed,single,tertiary,deposit,0.0,916
24230,34.0,technician,single,secondary,hipoteca,0.0,5731
24233,41.0,blue-collar,single,primary,hipoteca__deposit,0.0,1618
24234,28.0,blue-collar,single,secondary,hipoteca,0.0,1106
24235,56.0,blue-collar,married,secondary,deposit,0.0,1210
24236,40.0,admin.,single,secondary,deposit,0.0,50
24237,60.0,retired,married,secondary,deposit,0.0,5267
24238,38.0,management,divorced,tertiary,hipoteca,0.0,151
24239,42.0,blue-collar,married,secondary,hipoteca,0.0,879
24240,33.0,unemployed,married,secondary,hipoteca_credito,0.0,438
24241,39.0,services,married,primary,hipoteca,0.0,324
24242,29.0,technician,single,secondary,deposit,0.0,674
24243,36.0,blue-collar,married,secondary,hipoteca,0.0,199
24247,57.0,management,divorced,unknown,deposit,0.0,854
24248,48.0,housemaid,married,primary,deposit,0.0,7195
24249,40.0,technician,married,secondary,hipoteca,0.0,990
24250,38.0,management,single,tertiary,hipoteca__deposit,0.0,619
24251,42.0,admin.,single,secondary,hipoteca__deposit,0.0,1451
24252,34.0,blue-collar,married,secondary,credito_deposit,0.0,634
24253,48.0,admin.,married,unknown,hipoteca,0.0,0
24256,42.0,technician,married,secondary,hipoteca,0.0,1812
24258,43.0,blue-collar,married,secondary,credito,0.0,1096
24259,48.0,blue-collar,married,primary,credito_deposit,0.0,719
24261,37.0,management,single,tertiary,deposit,0.0,698
24263,23.0,management,single,tertiary,deposit,0.0,1506
24266,31.0,admin.,single,secondary,hipoteca_credito,0.0,437
24267,35.0,blue-collar,divorced,primary,credito,0.0,13
24268,34.0,admin.,married,secondary,hipoteca__deposit,0.0,124
24269,32.0,technician,single,tertiary,hipoteca__deposit,0.0,1246
24270,35.0,management,single,tertiary,hipoteca,0.0,4348
24271,39.0,management,single,tertiary,hipoteca__deposit,0.0,2454
24272,35.0,admin.,divorced,secondary,deposit,0.0,1085
24275,46.0,technician,married,unknown,deposit,0.0,3308
24276,33.0,technician,single,tertiary,hipoteca__deposit,0.0,149
24277,37.0,unknown,single,tertiary,deposit,0.0,0
24278,33.0,student,married,secondary,deposit,0.0,1536
24279,47.0,housemaid,married,primary,hipoteca,0.0,0
24280,58.0,admin.,married,secondary,deposit,0.0,169
24281,40.0,services,married,secondary,hipoteca,0.0,3164
24282,31.0,technician,single,tertiary,deposit,0.0,1081
24284,58.0,retired,married,primary,deposit,0.0,565
24286,36.0,management,married,tertiary,hipoteca_credito_deposit,0.0,849
24287,35.0,services,married,secondary,hipoteca,0.0,128
24291,27.0,student,single,secondary,deposit,0.0,253
24292,45.0,admin.,married,secondary,hipoteca,0.0,1648
24293,56.0,retired,divorced,tertiary,credito_deposit,0.0,158
24294,51.0,blue-collar,married,primary,hipoteca,0.0,844
24295,31.0,management,married,tertiary,deposit,0.0,10884
24297,34.0,services,single,secondary,hipoteca,0.0,313
24299,33.0,management,single,secondary,hipoteca,0.0,2955
24300,38.0,unemployed,single,secondary,deposit,0.0,804
24302,35.0,management,divorced,tertiary,hipoteca__deposit,0.0,6997
24303,26.0,technician,single,secondary,credito_deposit,0.0,223
24304,42.0,admin.,married,secondary,hipoteca,0.0,214
24305,58.0,retired,married,primary,deposit,0.0,2074
24307,41.0,technician,divorced,secondary,hipoteca,0.0,1631
24308,27.0,blue-collar,married,primary,hipoteca__deposit,0.0,416
24309,29.0,management,married,tertiary,hipoteca,0.0,2417
24310,58.0,technician,married,secondary,hipoteca__deposit,0.0,589
24311,48.0,management,single,tertiary,credito,0.0,399
24313,36.0,self-employed,single,tertiary,deposit,0.0,1240
24314,37.0,admin.,single,secondary,hipoteca__deposit,0.0,1097
24315,59.0,admin.,married,secondary,hipoteca__deposit,0.0,145
24316,29.0,management,married,tertiary,deposit,0.0,10576
24319,44.0,blue-collar,married,unknown,hipoteca,0.0,15578
24320,38.0,technician,married,secondary,hipoteca,0.0,381
24321,28.0,technician,single,secondary,deposit,0.0,2335
24322,42.0,management,divorced,tertiary,credito,0.0,266
24323,32.0,management,single,tertiary,deposit,0.0,1781
24324,47.0,unemployed,married,secondary,deposit,0.0,817
24325,35.0,entrepreneur,single,tertiary,credito,0.0,-880
24326,29.0,management,single,secondary,hipoteca,0.0,293
24327,27.0,services,single,secondary,deposit,0.0,955
24328,45.0,admin.,divorced,secondary,hipoteca,0.0,0
24329,33.0,technician,married,secondary,deposit,0.0,3243
24330,57.0,management,married,tertiary,hipoteca,1.0,1218
24332,37.0,technician,married,secondary,deposit,0.0,1762
24333,32.0,technician,single,tertiary,deposit,0.0,1855
24334,54.0,services,married,unknown,hipoteca__deposit,0.0,0
24335,61.0,management,married,tertiary,deposit,0.0,6016
24336,36.0,technician,married,secondary,hipoteca,0.0,-179
24337,65.0,retired,married,secondary,hipoteca__deposit,0.0,571
24338,37.0,technician,single,secondary,deposit,0.0,2442
24339,29.0,blue-collar,married,secondary,hipoteca_credito,0.0,-312
24341,25.0,management,single,tertiary,deposit,0.0,316
24343,47.0,admin.,married,secondary,deposit,0.0,1210
24344,37.0,unemployed,single,secondary,deposit,0.0,443
24345,42.0,blue-collar,married,primary,hipoteca__deposit,0.0,807
24346,35.0,services,married,secondary,hipoteca__deposit,0.0,52
24347,25.0,blue-collar,single,secondary,deposit,0.0,0
24349,28.0,management,single,tertiary,hipoteca,0.0,637
24351,44.0,admin.,single,secondary,deposit,0.0,1534
24352,39.0,technician,married,secondary,deposit,0.0,2983
24354,30.0,student,single,secondary,deposit,0.0,48
24355,51.0,admin.,single,secondary,hipoteca__deposit,0.0,726
24357,57.0,housemaid,married,tertiary,deposit,0.0,2326
24358,57.0,management,married,tertiary,deposit,0.0,256
24360,34.0,blue-collar,married,primary,hipoteca__deposit,0.0,-1
24362,31.0,services,married,secondary,hipoteca_credito,0.0,1167
24363,45.0,management,married,tertiary,credito,0.0,81
24364,32.0,admin.,married,secondary,hipoteca__deposit,0.0,0
24365,30.0,admin.,single,secondary,deposit,0.0,270
24366,53.0,management,married,tertiary,deposit,0.0,597
24367,40.0,technician,divorced,tertiary,hipoteca__deposit,0.0,568
24368,37.0,technician,married,secondary,hipoteca,0.0,0
24369,35.0,blue-collar,married,primary,deposit,0.0,1177
24370,52.0,technician,married,tertiary,hipoteca_credito,0.0,523
24371,32.0,management,single,tertiary,deposit,0.0,46
24372,56.0,retired,married,secondary,hipoteca__deposit,0.0,-1206
24373,68.0,retired,married,secondary,hipoteca__deposit,0.0,2469
24374,32.0,admin.,married,secondary,hipoteca_credito_deposit,0.0,51
24375,43.0,management,single,tertiary,deposit,0.0,2081
24376,36.0,management,married,tertiary,deposit,0.0,535
24377,59.0,retired,divorced,secondary,hipoteca,0.0,21
24378,36.0,management,divorced,secondary,hipoteca,0.0,1655
24379,50.0,admin.,divorced,secondary,credito,0.0,81
24380,35.0,blue-collar,married,primary,hipoteca,0.0,623
24381,26.0,services,single,tertiary,deposit,0.0,12
24382,30.0,technician,divorced,tertiary,hipoteca,0.0,317
24385,33.0,technician,married,secondary,hipoteca,0.0,256
24386,29.0,technician,married,secondary,hipoteca_credito,0.0,344
24388,33.0,services,single,secondary,hipoteca__deposit,0.0,152
24390,36.0,housemaid,married,primary,hipoteca__deposit,0.0,78
24392,51.0,self-employed,married,unknown,deposit,0.0,2094
24393,33.0,technician,single,tertiary,hipoteca__deposit,0.0,1636
24394,41.0,technician,married,secondary,hipoteca,0.0,871
24395,52.0,blue-collar,married,secondary,hipoteca,0.0,5828
24397,30.0,management,single,tertiary,hipoteca__deposit,0.0,201
24399,52.0,blue-collar,divorced,primary,hipoteca__deposit,0.0,-191
24400,63.0,entrepreneur,married,secondary,deposit,0.0,3904
24402,69.0,retired,divorced,secondary,deposit,0.0,4572
24403,54.0,management,divorced,tertiary,hipoteca,0.0,129
24405,33.0,admin.,divorced,secondary,hipoteca__deposit,0.0,294
24406,57.0,management,married,tertiary,hipoteca_credito_deposit,0.0,-92
24407,30.0,blue-collar,single,tertiary,deposit,0.0,297
24408,44.0,entrepreneur,married,tertiary,hipoteca,0.0,1631
24410,25.0,blue-collar,single,primary,hipoteca,0.0,-289
24411,46.0,technician,divorced,secondary,hipoteca__deposit,0.0,-824
24412,30.0,blue-collar,single,secondary,hipoteca__deposit,0.0,5909
24413,44.0,blue-collar,single,primary,credito,0.0,1308
24414,33.0,management,married,tertiary,deposit,0.0,2599
24415,60.0,retired,married,unknown,deposit,0.0,209
24416,50.0,blue-collar,married,primary,hipoteca__deposit,0.0,4108
24417,62.0,retired,married,secondary,deposit,0.0,569
24418,50.0,management,single,tertiary,deposit,0.0,3537
24421,42.0,services,married,secondary,hipoteca,0.0,737
24422,27.0,blue-collar,single,secondary,deposit,0.0,3792
24423,52.0,technician,married,secondary,deposit,0.0,386
24424,32.0,services,married,secondary,hipoteca__deposit,0.0,1273
24425,41.0,admin.,married,tertiary,deposit,0.0,1536
24426,29.0,services,married,secondary,hipoteca,0.0,19
24428,63.0,management,married,tertiary,deposit,0.0,5112
24429,34.0,management,married,tertiary,deposit,0.0,606
24430,42.0,blue-collar,divorced,primary,hipoteca__deposit,0.0,213
24431,31.0,admin.,single,secondary,hipoteca,0.0,-422
24432,28.0,services,single,secondary,deposit,0.0,198
24433,34.0,blue-collar,single,primary,hipoteca,0.0,505
24434,52.0,management,married,unknown,hipoteca__deposit,0.0,2240
24435,35.0,management,divorced,tertiary,deposit,0.0,146
24436,42.0,management,divorced,secondary,hipoteca__deposit,0.0,283
24437,28.0,blue-collar,single,secondary,hipoteca__deposit,0.0,-197
24439,31.0,management,single,tertiary,deposit,0.0,354
24441,60.0,admin.,married,secondary,deposit,0.0,12980
24442,34.0,blue-collar,divorced,secondary,hipoteca,0.0,-131
24443,43.0,management,divorced,secondary,deposit,0.0,51
24444,41.0,management,divorced,unknown,hipoteca__deposit,0.0,465
24445,52.0,blue-collar,divorced,primary,hipoteca__deposit,0.0,-191
24446,36.0,admin.,married,unknown,deposit,0.0,991
24447,34.0,technician,married,secondary,deposit,0.0,133
24448,37.0,management,single,tertiary,hipoteca,0.0,10269
24450,44.0,self-employed,divorced,tertiary,hipoteca__deposit,0.0,1070
24451,41.0,management,married,tertiary,deposit,0.0,2226
24452,43.0,services,married,secondary,hipoteca__deposit,0.0,-236
24453,47.0,technician,married,secondary,hipoteca_credito,0.0,321
24454,60.0,retired,divorced,secondary,deposit,0.0,514
24456,39.0,management,single,tertiary,hipoteca,0.0,2258
24458,56.0,services,married,secondary,hipoteca,0.0,642
24459,29.0,blue-collar,single,tertiary,deposit,0.0,455
24460,44.0,technician,married,secondary,hipoteca,0.0,0
24461,36.0,technician,single,secondary,deposit,0.0,376
24462,39.0,management,married,tertiary,hipoteca__deposit,0.0,2763
24463,51.0,admin.,married,secondary,deposit,0.0,949
24464,40.0,technician,married,primary,hipoteca__deposit,0.0,284
24465,42.0,technician,divorced,secondary,hipoteca__deposit,0.0,314
24467,26.0,blue-collar,single,secondary,hipoteca,0.0,249
24468,37.0,services,married,secondary,hipoteca,0.0,144
24469,28.0,blue-collar,married,secondary,hipoteca,0.0,-470
24470,29.0,admin.,divorced,secondary,hipoteca_credito,0.0,1320
24471,56.0,management,divorced,tertiary,hipoteca__deposit,0.0,4266
24472,26.0,student,single,tertiary,deposit,0.0,1134
24473,57.0,services,single,secondary,deposit,0.0,0
24475,59.0,management,married,tertiary,deposit,0.0,474
24476,59.0,retired,married,tertiary,hipoteca_credito_deposit,0.0,148
24477,27.0,blue-collar,single,secondary,hipoteca,0.0,5563
24479,56.0,retired,married,primary,hipoteca_credito,0.0,152
24480,53.0,management,married,tertiary,deposit,0.0,1624
24481,43.0,management,married,tertiary,deposit,0.0,1258
24482,48.0,blue-collar,married,primary,hipoteca,0.0,5154
24483,53.0,technician,divorced,unknown,hipoteca,0.0,629
24484,54.0,self-employed,single,tertiary,credito_deposit,0.0,384
24485,33.0,blue-collar,single,unknown,hipoteca_credito_deposit,0.0,129
24486,55.0,blue-collar,married,secondary,hipoteca,0.0,2854
24487,28.0,management,single,tertiary,hipoteca,0.0,320
24489,38.0,blue-collar,married,unknown,hipoteca,0.0,0
24490,48.0,entrepreneur,single,secondary,deposit,0.0,315
24491,44.0,admin.,married,secondary,credito,1.0,0
24493,37.0,technician,married,tertiary,hipoteca,1.0,0
24494,51.0,unemployed,married,tertiary,deposit,0.0,1801
24495,49.0,technician,married,primary,hipoteca,0.0,230
24496,35.0,management,single,tertiary,hipoteca__deposit,0.0,397
24497,47.0,services,married,secondary,hipoteca_credito,0.0,2070
24499,18.0,student,single,unknown,deposit,0.0,3
24500,41.0,unemployed,single,tertiary,deposit,0.0,7968
24501,47.0,technician,married,primary,deposit,0.0,235
24502,61.0,retired,married,unknown,credito,0.0,-492
24504,36.0,blue-collar,married,primary,deposit,0.0,1177
24505,27.0,management,single,tertiary,hipoteca__deposit,1.0,-713
24506,47.0,blue-collar,married,secondary,hipoteca__deposit,0.0,1612
24508,44.0,technician,single,secondary,hipoteca__deposit,0.0,244
24509,60.0,management,divorced,secondary,deposit,0.0,0
24510,24.0,admin.,married,secondary,hipoteca,0.0,230
24511,35.0,blue-collar,married,primary,hipoteca,0.0,2490
24512,42.0,blue-collar,single,primary,hipoteca,0.0,156
24514,54.0,blue-collar,married,primary,hipoteca,0.0,2933
24515,24.0,student,single,tertiary,deposit,0.0,834
24516,27.0,blue-collar,single,secondary,hipoteca,0.0,484
24517,41.0,blue-collar,married,primary,hipoteca,0.0,3658
24518,42.0,blue-collar,married,secondary,hipoteca,0.0,165
24519,33.0,blue-collar,married,secondary,hipoteca,0.0,1541
24520,45.0,blue-collar,married,primary,hipoteca,0.0,0
24521,34.0,admin.,single,secondary,hipoteca_credito,0.0,1581
24522,35.0,management,married,tertiary,deposit,0.0,82
24523,35.0,management,single,tertiary,deposit,0.0,331
24524,46.0,blue-collar,married,secondary,hipoteca,0.0,-3
24525,20.0,student,single,secondary,deposit,0.0,215
24526,60.0,admin.,married,tertiary,deposit,0.0,1614
24527,33.0,technician,single,tertiary,hipoteca__deposit,0.0,1636
24528,70.0,retired,married,primary,deposit,0.0,2795
24530,61.0,management,married,tertiary,deposit,0.0,3371
24531,51.0,blue-collar,married,secondary,credito_deposit,0.0,33
24532,37.0,unemployed,married,secondary,deposit,0.0,1978
24533,35.0,blue-collar,divorced,secondary,hipoteca__deposit,0.0,0
24534,40.0,services,divorced,secondary,hipoteca__deposit,0.0,687
24535,31.0,blue-collar,single,secondary,hipoteca,0.0,573
24536,39.0,services,married,secondary,hipoteca,0.0,3870
24537,61.0,retired,married,secondary,deposit,0.0,86
24538,40.0,management,married,tertiary,hipoteca__deposit,0.0,3352
24539,48.0,management,married,tertiary,deposit,0.0,1147
24540,32.0,management,single,tertiary,deposit,0.0,1882
24541,59.0,retired,divorced,unknown,hipoteca,0.0,-49
24542,39.0,services,married,primary,hipoteca,0.0,1951
24543,35.0,blue-collar,married,secondary,credito,0.0,1160
24544,25.0,management,single,tertiary,deposit,0.0,808
24547,44.0,self-employed,single,tertiary,hipoteca__deposit,0.0,2734
24549,52.0,blue-collar,married,secondary,hipoteca__deposit,0.0,-519
24550,29.0,technician,single,tertiary,hipoteca,0.0,940
24553,45.0,management,married,unknown,hipoteca,0.0,9051
24554,18.0,student,single,unknown,deposit,0.0,108
24555,47.0,technician,married,secondary,hipoteca,0.0,19
24556,44.0,self-employed,married,secondary,deposit,0.0,706
24557,50.0,blue-collar,married,primary,hipoteca,0.0,280
24558,38.0,blue-collar,married,secondary,hipoteca,0.0,2008
24560,54.0,admin.,divorced,secondary,hipoteca_credito,0.0,0
24561,23.0,technician,single,secondary,hipoteca,0.0,356
24562,30.0,admin.,divorced,secondary,hipoteca,0.0,370
24563,50.0,admin.,married,secondary,hipoteca__deposit,0.0,3608
24564,42.0,blue-collar,married,secondary,hipoteca__deposit,0.0,413
24565,39.0,technician,single,secondary,hipoteca,0.0,681
24566,38.0,admin.,divorced,secondary,hipoteca_credito,0.0,407
24568,76.0,retired,married,primary,deposit,0.0,3324
24571,40.0,blue-collar,married,secondary,hipoteca_credito,0.0,750
24572,56.0,blue-collar,married,secondary,hipoteca__deposit,0.0,249
24573,30.0,blue-collar,single,secondary,hipoteca,0.0,-390
24574,47.0,admin.,married,unknown,deposit,0.0,66
24575,33.0,management,married,tertiary,hipoteca,0.0,1195
24576,25.0,services,single,secondary,hipoteca,0.0,895
24577,42.0,blue-collar,married,secondary,hipoteca,0.0,429
24578,36.0,services,divorced,secondary,hipoteca_credito,0.0,223
24579,61.0,admin.,married,tertiary,deposit,0.0,1332
24580,43.0,unemployed,single,tertiary,hipoteca__deposit,0.0,983
24581,33.0,technician,married,tertiary,hipoteca,0.0,2976
24585,26.0,technician,single,secondary,deposit,0.0,507
24586,35.0,unemployed,single,tertiary,deposit,0.0,154
24587,37.0,blue-collar,married,secondary,hipoteca,0.0,-97
24588,33.0,management,married,tertiary,credito,0.0,968
24589,36.0,management,married,tertiary,deposit,0.0,3949
24590,49.0,admin.,married,secondary,hipoteca_credito,0.0,880
24591,35.0,management,divorced,tertiary,hipoteca,0.0,538
24592,32.0,blue-collar,married,secondary,hipoteca__deposit,0.0,333
24593,35.0,technician,single,tertiary,deposit,0.0,670
24594,36.0,blue-collar,married,secondary,hipoteca,0.0,222
24595,28.0,self-employed,married,secondary,credito_deposit,0.0,123
24597,33.0,management,divorced,tertiary,deposit,0.0,2885
24598,43.0,management,divorced,tertiary,hipoteca__deposit,0.0,481
24599,36.0,blue-collar,married,secondary,deposit,0.0,1193
24600,31.0,technician,married,tertiary,hipoteca__deposit,0.0,3338
24601,38.0,technician,divorced,tertiary,deposit,0.0,1805
24602,41.0,technician,married,secondary,credito,0.0,201
24603,45.0,technician,married,secondary,hipoteca,0.0,1441
24604,44.0,entrepreneur,married,secondary,hipoteca_credito,0.0,320
24605,32.0,entrepreneur,divorced,secondary,hipoteca,0.0,-934
24606,29.0,self-employed,single,tertiary,hipoteca__deposit,0.0,476
24607,26.0,blue-collar,single,secondary,hipoteca,0.0,396
24608,34.0,admin.,single,secondary,credito_deposit,0.0,-32
24610,46.0,management,married,tertiary,deposit,0.0,349
24611,34.0,blue-collar,married,secondary,hipoteca_credito,0.0,2595
24612,31.0,technician,single,secondary,deposit,0.0,2544
24613,35.0,management,married,tertiary,hipoteca,0.0,-196
24614,39.0,blue-collar,married,secondary,hipoteca,0.0,661
24615,29.0,management,single,tertiary,hipoteca,0.0,0
24617,51.0,management,married,tertiary,deposit,0.0,2635
24618,33.0,admin.,married,tertiary,deposit,0.0,882
24619,51.0,blue-collar,married,primary,deposit,0.0,7098
24620,36.0,admin.,married,secondary,deposit,0.0,96
24621,31.0,management,married,secondary,deposit,0.0,0
24622,32.0,blue-collar,married,primary,hipoteca,0.0,494
24623,50.0,blue-collar,married,primary,hipoteca,0.0,9301
24624,31.0,self-employed,married,secondary,hipoteca,0.0,157
24626,59.0,technician,divorced,secondary,deposit,0.0,2396
24628,34.0,management,married,tertiary,hipoteca__deposit,0.0,0
24629,32.0,student,married,secondary,deposit,0.0,1536
24630,25.0,self-employed,single,tertiary,hipoteca__deposit,0.0,42
24631,40.0,unemployed,married,secondary,hipoteca,0.0,219
24632,42.0,admin.,single,secondary,hipoteca_credito_deposit,0.0,-247
24633,24.0,student,single,primary,deposit,0.0,1235
24634,31.0,management,single,tertiary,deposit,0.0,1858
24635,34.0,admin.,divorced,secondary,deposit,0.0,-251
24636,64.0,retired,divorced,secondary,deposit,0.0,4833
24638,52.0,technician,married,tertiary,deposit,0.0,0
24640,57.0,technician,married,secondary,credito,0.0,458
24641,27.0,management,single,tertiary,deposit,0.0,20585
24642,42.0,blue-collar,married,secondary,deposit,0.0,2913
24643,63.0,retired,married,secondary,deposit,0.0,4752
24644,27.0,student,single,tertiary,hipoteca__deposit,0.0,5169
24645,34.0,management,single,unknown,hipoteca__deposit,0.0,6013
24646,51.0,unemployed,married,tertiary,deposit,0.0,1801
24647,35.0,services,married,tertiary,hipoteca,0.0,0
24648,53.0,services,married,secondary,hipoteca,0.0,2925
24649,54.0,management,married,tertiary,hipoteca_credito,0.0,284
24650,28.0,blue-collar,single,secondary,hipoteca,0.0,1011
24651,33.0,admin.,married,tertiary,hipoteca_credito,0.0,99
24652,49.0,management,married,tertiary,deposit,0.0,2881
