id,age,job,marital,education,default,balance,housing,loan,contact,day,month,duration,campaign,pdays,previous,poutcome,deposit,date
10016,34,technician,divorced,secondary,False,259,False,False,cellular,11,Aug,316,2,-1,0,unknown,False,2024-08-11
10017,34,services,married,secondary,False,-451,True,True,cellular,23,Jul,498,1,-1,0,unknown,False,2024-07-23
10018,53,management,married,tertiary,False,261,False,False,cellular,19,Aug,100,2,-1,0,unknown,False,2024-08-19
10019,55,entrepreneur,married,tertiary,False,323,True,True,cellular,13,May,200,1,-1,0,unknown,False,2024-05-13
10020,51,entrepreneur,single,tertiary,False,0,False,False,cellular,30,Jan,643,1,-1,0,unknown,False,2024-01-30
10021,58,retired,married,secondary,False,235,False,False,cellular,27,Aug,88,4,-1,0,unknown,False,2024-08-27
10022,35,blue-collar,married,primary,False,526,True,False,cellular,2,Feb,914,2,-1,0,unknown,False,2024-02-02
10023,35,blue-collar,married,primary,False,4366,True,False,unknown,28,May,173,3,-1,0,unknown,False,2024-05-28
10024,31,technician,married,tertiary,False,0,True,True,unknown,13,May,164,2,-1,0,unknown,False,2024-05-13
10025,32,student,married,secondary,False,833,True,False,telephone,2,Nov,227,5,164,3,other,False,2024-11-02
10026,59,retired,married,primary,True,-13,False,False,cellular,11,Aug,77,1,-1,0,unknown,False,2024-08-11
10027,50,management,divorced,tertiary,False,405,False,False,cellular,2,Apr,82,6,-1,0,unknown,False,2024-04-02
10028,37,blue-collar,married,primary,False,3517,True,False,unknown,23,May,445,1,-1,0,unknown,False,2024-05-23
10029,30,services,married,secondary,False,699,True,False,unknown,29,May,544,1,-1,0,unknown,False,2024-05-29
10030,41,blue-collar,married,primary,False,943,True,False,unknown,29,May,242,3,-1,0,unknown,False,2024-05-29
10031,43,blue-collar,married,primary,False,794,True,False,cellular,13,May,38,3,-1,0,unknown,False,2024-05-13
10032,34,blue-collar,married,primary,False,503,True,False,unknown,26,May,120,2,-1,0,unknown,False,2024-05-26
10033,42,management,married,tertiary,False,-700,True,False,unknown,14,May,110,1,-1,0,unknown,False,2024-05-14
10034,33,management,married,tertiary,False,644,False,False,cellular,11,Aug,99,2,-1,0,unknown,False,2024-08-11
10035,26,services,single,secondary,False,335,False,False,telephone,29,Jan,393,2,-1,0,unknown,False,2024-01-29
10036,32,technician,single,secondary,False,719,True,False,unknown,28,May,79,6,-1,0,unknown,False,2024-05-28
10037,41,management,married,tertiary,False,-195,False,True,cellular,20,Nov,112,1,-1,0,unknown,False,2024-11-20
10038,49,technician,divorced,secondary,False,972,False,False,cellular,16,Nov,104,3,175,2,failure,False,2024-11-16
10039,51,blue-collar,married,primary,False,5050,False,True,unknown,16,Jun,75,7,-1,0,unknown,False,2024-06-16
10040,43,blue-collar,married,primary,False,232,False,True,cellular,15,May,45,1,-1,0,unknown,False,2024-05-15
10041,45,services,married,primary,False,2406,True,True,cellular,20,Apr,108,2,-1,0,unknown,False,2024-04-20
10042,42,entrepreneur,married,secondary,False,324,True,False,cellular,15,Jul,528,3,-1,0,unknown,False,2024-07-15
10043,37,blue-collar,married,secondary,False,168,True,False,cellular,17,Apr,266,2,-1,0,unknown,False,2024-04-17
10044,59,retired,married,secondary,False,374,False,False,cellular,29,Aug,272,2,-1,0,unknown,False,2024-08-29
10045,31,services,single,secondary,False,658,False,False,cellular,22,May,100,1,-1,0,unknown,False,2024-05-22
10046,22,admin.,single,secondary,False,-1,True,False,unknown,9,May,136,1,-1,0,unknown,False,2024-05-09
10047,30,self-employed,single,secondary,False,280,False,False,telephone,5,May,92,3,-1,0,unknown,False,2024-05-05
10048,52,admin.,divorced,unknown,False,0,False,False,cellular,26,Aug,168,4,-1,0,unknown,False,2024-08-26
10049,50,self-employed,married,primary,False,0,False,False,cellular,22,Aug,125,4,-1,0,unknown,False,2024-08-22
10050,34,admin.,married,secondary,False,2064,True,False,unknown,26,May,165,2,-1,0,unknown,False,2024-05-26
10051,30,blue-collar,married,secondary,False,128,True,False,unknown,14,May,273,1,-1,0,unknown,False,2024-05-14
10052,56,blue-collar,married,primary,False,0,True,False,cellular,17,Jul,82,1,-1,0,unknown,False,2024-07-17
10053,31,technician,single,secondary,False,863,True,False,cellular,3,Feb,146,1,263,5,success,False,2024-02-03
10054,51,admin.,married,secondary,False,50,False,False,cellular,26,Aug,178,2,-1,0,unknown,False,2024-08-26
10055,33,services,single,secondary,False,187,True,False,cellular,20,Apr,168,3,326,1,failure,False,2024-04-20
10056,47,blue-collar,married,secondary,True,-614,True,False,unknown,26,May,118,2,-1,0,unknown,False,2024-05-26
10057,46,technician,married,tertiary,False,841,True,False,unknown,6,May,158,1,-1,0,unknown,False,2024-05-06
10058,44,services,divorced,secondary,False,206,True,False,cellular,14,May,78,1,365,1,failure,False,2024-05-14
10059,51,blue-collar,married,secondary,False,984,True,False,telephone,7,Apr,353,4,-1,0,unknown,False,2024-04-07
10060,39,technician,single,secondary,False,201,False,True,unknown,6,Jun,148,4,-1,0,unknown,False,2024-06-06
10061,41,technician,married,tertiary,False,585,True,False,telephone,20,Apr,60,1,-1,0,unknown,False,2024-04-20
10062,33,management,single,tertiary,False,8514,False,False,cellular,20,Aug,131,1,-1,0,unknown,False,2024-08-20
10063,31,admin.,married,secondary,False,728,True,True,cellular,15,May,152,1,352,4,failure,False,2024-05-15
10064,60,entrepreneur,divorced,secondary,False,80,True,False,unknown,15,May,397,1,-1,0,unknown,False,2024-05-15
10065,34,technician,married,secondary,False,1246,False,False,unknown,28,May,88,3,-1,0,unknown,False,2024-05-28
10066,58,services,married,secondary,False,818,False,False,cellular,22,Aug,283,1,-1,0,unknown,False,2024-08-22
10067,36,admin.,single,unknown,False,1815,False,False,unknown,5,Jun,387,1,-1,0,unknown,False,2024-06-05
10068,42,technician,married,secondary,False,0,False,False,cellular,30,Jul,351,2,-1,0,unknown,False,2024-07-30
10069,44,services,divorced,secondary,False,210,False,True,unknown,12,May,111,2,-1,0,unknown,False,2024-05-12
10070,31,services,married,secondary,False,71,True,False,cellular,17,Jul,740,2,-1,0,unknown,False,2024-07-17
10071,51,blue-collar,married,primary,False,1869,False,False,unknown,17,Jun,30,3,-1,0,unknown,False,2024-06-17
10072,59,admin.,married,primary,False,1040,False,False,telephone,31,Jul,733,1,-1,0,unknown,False,2024-07-31
10073,33,admin.,married,secondary,False,920,False,False,cellular,13,Aug,111,1,105,1,success,False,2024-08-13
10074,47,blue-collar,married,secondary,False,668,True,False,cellular,4,May,230,6,354,2,success,False,2024-05-04
10075,43,management,divorced,tertiary,False,36,False,False,cellular,13,Feb,61,1,193,1,failure,False,2024-02-13
10076,44,housemaid,married,primary,True,-972,True,True,unknown,16,May,114,2,-1,0,unknown,False,2024-05-16
10077,29,admin.,single,secondary,False,382,True,False,unknown,12,May,460,1,-1,0,unknown,False,2024-05-12
10078,30,admin.,married,secondary,False,-170,True,True,unknown,26,May,130,1,-1,0,unknown,False,2024-05-26
10079,43,management,married,unknown,False,5172,True,False,unknown,29,May,57,3,-1,0,unknown,False,2024-05-29
10080,53,technician,single,tertiary,False,1,False,False,cellular,21,Aug,190,1,-1,0,unknown,False,2024-08-21
10081,46,blue-collar,married,secondary,False,922,True,False,telephone,18,Nov,296,2,-1,0,unknown,False,2024-11-18
10082,41,management,married,tertiary,False,3016,True,False,cellular,14,Jul,80,3,-1,0,unknown,False,2024-07-14
10083,44,blue-collar,married,primary,False,0,True,False,cellular,30,Jul,83,2,-1,0,unknown,False,2024-07-30
10084,38,management,married,tertiary,False,1101,True,False,telephone,9,Nov,43,1,-1,0,unknown,False,2024-11-09
10085,43,management,divorced,tertiary,False,3578,False,False,cellular,29,Jan,376,2,-1,0,unknown,False,2024-01-29
10086,41,blue-collar,married,primary,False,0,True,True,unknown,6,May,238,1,-1,0,unknown,False,2024-05-06
10087,44,blue-collar,married,secondary,False,0,True,False,cellular,21,Jul,90,1,-1,0,unknown,False,2024-07-21
10088,31,blue-collar,married,secondary,False,-190,True,True,cellular,8,May,299,3,-1,0,unknown,False,2024-05-08
10089,59,self-employed,married,tertiary,False,185,False,False,cellular,4,Feb,283,1,-1,0,unknown,False,2024-02-04
10090,30,management,single,tertiary,False,156,True,False,unknown,9,Jun,174,9,-1,0,unknown,False,2024-06-09
10091,35,blue-collar,married,secondary,False,503,True,True,unknown,9,May,57,2,-1,0,unknown,False,2024-05-09
10092,57,retired,married,secondary,False,485,False,False,cellular,2,Feb,79,2,187,2,failure,False,2024-02-02
10093,53,technician,divorced,secondary,False,392,True,False,cellular,28,Jan,70,1,245,1,failure,False,2024-01-28
10094,35,blue-collar,married,secondary,False,625,False,False,cellular,13,May,267,1,-1,0,unknown,False,2024-05-13
10095,49,services,married,primary,False,468,False,False,cellular,5,Aug,608,2,-1,0,unknown,False,2024-08-05
10096,41,management,married,secondary,False,280,True,False,cellular,2,Jun,88,1,95,2,success,False,2024-06-02
10097,40,services,married,secondary,False,181,True,False,unknown,16,May,370,1,-1,0,unknown,False,2024-05-16
10098,57,admin.,married,unknown,False,1401,False,False,cellular,21,Aug,91,22,-1,0,unknown,False,2024-08-21
10099,38,management,married,unknown,False,1349,True,False,unknown,6,May,100,1,-1,0,unknown,False,2024-05-06
10100,49,services,married,primary,False,5737,True,False,unknown,29,May,417,2,-1,0,unknown,False,2024-05-29
10101,38,management,married,tertiary,False,1187,True,True,cellular,2,Feb,157,1,-1,0,unknown,False,2024-02-02
10102,26,admin.,married,secondary,False,5231,False,True,cellular,17,Jul,222,2,-1,0,unknown,False,2024-07-17
10103,34,admin.,married,secondary,False,3185,True,False,unknown,13,May,520,1,-1,0,unknown,False,2024-05-13
10104,58,management,married,tertiary,False,3228,False,False,cellular,19,Aug,58,2,-1,0,unknown,False,2024-08-19
10105,30,services,married,secondary,False,80,True,False,unknown,8,May,185,2,-1,0,unknown,False,2024-05-08
10106,52,blue-collar,divorced,primary,False,2800,False,False,unknown,19,Jun,149,1,-1,0,unknown,False,2024-06-19
10107,30,technician,single,tertiary,False,10,False,False,cellular,26,Aug,276,8,-1,0,unknown,False,2024-08-26
10108,52,blue-collar,married,secondary,False,331,False,False,cellular,8,Aug,84,4,-1,0,unknown,False,2024-08-08
10109,34,entrepreneur,married,secondary,False,223,False,True,cellular,11,Aug,103,6,-1,0,unknown,False,2024-08-11
10110,33,blue-collar,married,primary,False,0,False,False,cellular,8,May,174,1,-1,0,unknown,False,2024-05-08
10111,34,admin.,married,tertiary,False,35,True,False,cellular,15,Oct,76,1,69,2,failure,False,2024-10-15
10112,23,admin.,married,secondary,False,299,True,False,unknown,19,Jun,104,1,-1,0,unknown,False,2024-06-19
10113,37,blue-collar,married,primary,False,240,True,False,cellular,11,May,259,1,370,2,other,False,2024-05-11
10114,59,management,married,unknown,False,3534,False,False,cellular,21,Nov,216,4,-1,0,unknown,False,2024-11-21
10115,42,management,married,tertiary,False,223,False,False,cellular,6,Aug,92,6,-1,0,unknown,False,2024-08-06
10116,50,admin.,divorced,secondary,False,-194,True,False,cellular,13,Apr,238,2,-1,0,unknown,False,2024-04-13
10117,41,technician,divorced,secondary,False,1545,False,True,cellular,13,Aug,183,2,-1,0,unknown,False,2024-08-13
10118,34,technician,single,secondary,False,440,True,False,cellular,6,May,445,2,345,2,failure,False,2024-05-06
10119,57,management,married,primary,False,2538,False,True,telephone,17,Jul,485,2,-1,0,unknown,False,2024-07-17
10120,52,services,married,unknown,False,337,True,False,unknown,19,May,85,3,-1,0,unknown,False,2024-05-19
10121,61,retired,married,unknown,False,-492,False,True,unknown,4,Jul,333,1,-1,0,unknown,False,2024-07-04
10122,31,technician,single,tertiary,False,53,False,False,cellular,28,Jan,97,2,-1,0,unknown,False,2024-01-28
10123,27,student,single,secondary,False,91,False,False,telephone,4,Dec,157,6,95,37,other,False,2024-12-04
10124,48,blue-collar,single,primary,False,316,False,False,unknown,5,Jun,560,2,-1,0,unknown,False,2024-06-05
10125,27,management,single,unknown,False,3196,False,False,cellular,9,Feb,10,2,-1,0,unknown,False,2024-02-09
10126,37,blue-collar,married,secondary,False,2697,True,False,cellular,20,Apr,430,1,-1,0,unknown,False,2024-04-20
10127,28,student,single,tertiary,False,3,False,False,cellular,11,Nov,135,2,148,1,other,False,2024-11-11
10128,34,services,married,secondary,False,244,False,False,cellular,4,Feb,696,2,-1,0,unknown,False,2024-02-04
10129,42,services,single,unknown,False,410,False,False,cellular,21,Nov,34,2,-1,0,unknown,False,2024-11-21
10130,39,admin.,married,secondary,False,159,False,False,cellular,19,Nov,177,1,-1,0,unknown,False,2024-11-19
10131,30,management,married,tertiary,False,6432,True,False,cellular,21,Nov,206,2,119,3,other,False,2024-11-21
10132,35,blue-collar,married,secondary,False,-701,True,True,cellular,7,May,531,3,-1,0,unknown,False,2024-05-07
10133,43,housemaid,single,primary,False,24,False,False,cellular,31,Jul,35,2,-1,0,unknown,False,2024-07-31
10134,33,management,married,tertiary,False,296,False,False,cellular,16,Jul,90,2,-1,0,unknown,False,2024-07-16
10135,24,blue-collar,single,secondary,False,1,True,False,cellular,11,May,79,2,-1,0,unknown,False,2024-05-11
10136,39,technician,married,secondary,False,1965,True,False,unknown,2,Jun,65,1,-1,0,unknown,False,2024-06-02
10137,27,technician,single,tertiary,False,501,False,True,telephone,30,Jan,370,4,-1,0,unknown,False,2024-01-30
10138,50,blue-collar,married,secondary,False,3558,False,False,cellular,26,Aug,84,10,-1,0,unknown,False,2024-08-26
10139,30,blue-collar,married,secondary,False,177,True,False,cellular,9,Apr,62,2,332,3,failure,False,2024-04-09
10140,52,technician,divorced,secondary,False,204,False,False,cellular,7,Aug,134,2,-1,0,unknown,False,2024-08-07
10141,30,admin.,married,secondary,False,46,True,False,unknown,6,May,114,2,-1,0,unknown,False,2024-05-06
10142,35,technician,divorced,secondary,False,2047,True,False,cellular,1,Oct,66,1,-1,0,unknown,False,2024-10-01
10143,36,admin.,single,secondary,False,810,True,False,unknown,17,Jun,296,1,-1,0,unknown,False,2024-06-17
10144,39,management,single,tertiary,False,1914,False,False,cellular,18,Aug,94,4,-1,0,unknown,False,2024-08-18
10145,43,admin.,single,secondary,False,56831,False,False,unknown,15,May,243,1,-1,0,unknown,False,2024-05-15
10146,43,admin.,single,secondary,False,386,False,False,cellular,12,Oct,242,1,92,4,success,False,2024-10-12
10147,46,admin.,married,primary,False,469,True,False,cellular,2,Feb,75,1,264,10,other,False,2024-02-02
10148,33,admin.,married,tertiary,False,69,False,True,cellular,4,May,77,2,-1,0,unknown,False,2024-05-04
10149,56,entrepreneur,married,tertiary,False,-124,True,False,unknown,15,May,374,5,-1,0,unknown,False,2024-05-15
10150,60,retired,married,primary,False,600,False,False,cellular,19,Aug,99,6,-1,0,unknown,False,2024-08-19
10151,48,management,married,tertiary,False,3842,False,False,cellular,1,Oct,168,1,122,2,success,False,2024-10-01
10152,31,blue-collar,married,secondary,False,-720,True,True,unknown,15,May,112,2,-1,0,unknown,False,2024-05-15
10153,36,blue-collar,single,secondary,False,1127,True,False,cellular,10,Jul,455,1,-1,0,unknown,False,2024-07-10
10154,24,student,single,secondary,False,423,True,False,unknown,5,May,226,3,-1,0,unknown,False,2024-05-05
10155,27,blue-collar,married,secondary,False,-59,False,True,cellular,8,Jul,154,3,-1,0,unknown,False,2024-07-08
10156,36,admin.,married,secondary,False,0,True,True,cellular,11,May,94,1,-1,0,unknown,False,2024-05-11
10157,29,technician,married,tertiary,False,1489,True,False,unknown,28,May,430,1,-1,0,unknown,False,2024-05-28
10158,42,self-employed,married,secondary,False,0,False,False,cellular,14,Aug,277,4,-1,0,unknown,False,2024-08-14
10159,44,management,married,tertiary,False,1451,True,False,cellular,5,Feb,80,7,80,15,failure,False,2024-02-05
10160,42,blue-collar,married,unknown,False,452,True,False,cellular,17,Nov,359,2,-1,0,unknown,False,2024-11-17
10161,39,entrepreneur,married,secondary,False,283,True,False,unknown,26,May,126,2,-1,0,unknown,False,2024-05-26
10162,45,management,single,tertiary,False,16,False,False,cellular,31,Jul,59,2,-1,0,unknown,False,2024-07-31
10163,36,blue-collar,married,primary,False,973,True,True,unknown,23,May,293,1,-1,0,unknown,False,2024-05-23
10164,34,blue-collar,married,secondary,False,1257,True,False,unknown,26,May,109,7,-1,0,unknown,False,2024-05-26
10165,43,technician,married,secondary,False,-1701,True,False,unknown,26,May,285,1,-1,0,unknown,False,2024-05-26
10166,32,blue-collar,single,secondary,False,567,True,False,cellular,7,May,275,2,342,4,other,False,2024-05-07
10167,38,technician,married,tertiary,False,-1,False,False,cellular,8,Aug,188,4,-1,0,unknown,False,2024-08-08
10168,29,blue-collar,married,secondary,False,3310,False,False,cellular,1,Sep,367,1,91,4,failure,False,2024-09-01
10169,28,blue-collar,married,primary,False,115,True,False,unknown,28,May,78,4,-1,0,unknown,False,2024-05-28
10170,33,management,single,tertiary,False,321,False,False,cellular,22,Aug,227,2,-1,0,unknown,False,2024-08-22
10171,43,admin.,married,secondary,False,71,False,False,unknown,7,May,180,5,-1,0,unknown,False,2024-05-07
10172,42,unemployed,divorced,secondary,False,759,False,False,cellular,28,Jan,97,1,169,3,failure,False,2024-01-28
10173,33,management,married,tertiary,False,23,True,True,cellular,6,Feb,150,1,-1,0,unknown,False,2024-02-06
10174,32,technician,single,secondary,False,3297,False,False,cellular,11,Aug,99,2,-1,0,unknown,False,2024-08-11
10175,42,housemaid,single,secondary,False,578,False,False,telephone,28,Jan,44,1,-1,0,unknown,False,2024-01-28
10176,42,housemaid,married,primary,False,4279,True,False,cellular,22,Jul,98,1,-1,0,unknown,False,2024-07-22
10177,29,blue-collar,single,secondary,False,234,True,False,cellular,8,May,139,1,345,1,other,False,2024-05-08
10178,27,management,single,tertiary,False,1137,True,False,cellular,8,May,26,1,-1,0,unknown,False,2024-05-08
10179,38,management,single,tertiary,False,8669,True,False,telephone,20,Apr,5,3,150,6,failure,False,2024-04-20
10180,45,entrepreneur,married,primary,False,488,True,False,telephone,28,Jul,90,11,-1,0,unknown,False,2024-07-28
10181,32,management,single,tertiary,False,1077,False,False,cellular,5,Aug,200,1,717,4,failure,False,2024-08-05
10182,33,technician,married,secondary,False,4790,True,False,cellular,20,Apr,137,1,272,2,failure,False,2024-04-20
10183,48,technician,married,secondary,False,256,True,False,unknown,29,May,150,4,-1,0,unknown,False,2024-05-29
10184,53,blue-collar,married,secondary,False,974,True,False,unknown,26,May,197,2,-1,0,unknown,False,2024-05-26
10185,23,technician,single,unknown,False,231,True,False,cellular,7,May,560,3,367,1,other,False,2024-05-07
10186,41,blue-collar,married,secondary,False,196,True,False,unknown,13,May,488,1,-1,0,unknown,False,2024-05-13
10187,41,admin.,single,secondary,False,2002,True,False,cellular,15,May,172,2,350,1,failure,False,2024-05-15
10188,50,services,married,tertiary,False,218,True,False,unknown,9,May,388,2,-1,0,unknown,False,2024-05-09
10189,28,blue-collar,single,secondary,False,1011,True,False,cellular,20,Apr,204,3,-1,0,unknown,False,2024-04-20
10190,54,retired,divorced,secondary,False,2761,False,False,cellular,16,Jul,771,1,-1,0,unknown,False,2024-07-16
10191,38,services,divorced,primary,False,92,True,True,unknown,29,May,118,3,-1,0,unknown,False,2024-05-29
10192,27,self-employed,married,tertiary,False,10005,True,False,cellular,14,Apr,163,3,271,2,failure,False,2024-04-14
10193,54,management,married,tertiary,False,1168,False,False,telephone,4,May,150,5,-1,0,unknown,False,2024-05-04
10194,28,services,single,secondary,False,168,True,False,cellular,7,May,128,1,-1,0,unknown,False,2024-05-07
10195,32,technician,single,tertiary,False,1710,True,False,cellular,15,May,439,1,175,3,other,False,2024-05-15
10196,39,services,married,secondary,False,207,False,False,unknown,6,Jun,78,2,-1,0,unknown,False,2024-06-06
10197,29,technician,single,secondary,False,18,False,False,cellular,3,Feb,206,3,-1,0,unknown,False,2024-02-03
10198,46,admin.,single,unknown,False,306,True,False,cellular,11,May,289,5,-1,0,unknown,False,2024-05-11
10199,37,entrepreneur,married,primary,False,8,True,True,cellular,16,Jul,46,1,-1,0,unknown,False,2024-07-16
10200,30,management,married,tertiary,False,-250,True,False,unknown,20,Jun,11,6,-1,0,unknown,False,2024-06-20
10201,41,blue-collar,married,secondary,False,449,True,True,cellular,12,May,313,2,-1,0,unknown,False,2024-05-12
10202,39,unemployed,married,secondary,False,1654,False,False,unknown,20,Jun,264,6,-1,0,unknown,False,2024-06-20
10203,38,blue-collar,married,primary,False,714,True,False,unknown,29,May,225,3,-1,0,unknown,False,2024-05-29
10204,55,management,single,tertiary,False,1498,False,False,cellular,25,Aug,340,5,-1,0,unknown,False,2024-08-25
10205,29,services,single,secondary,False,695,False,False,unknown,3,Jul,97,1,-1,0,unknown,False,2024-07-03
10206,36,technician,single,secondary,False,-15,True,False,unknown,6,May,341,3,-1,0,unknown,False,2024-05-06
10207,60,blue-collar,married,primary,False,14,True,True,cellular,15,May,781,4,178,3,failure,False,2024-05-15
10208,43,services,divorced,secondary,False,-287,True,False,cellular,20,Apr,580,4,-1,0,unknown,False,2024-04-20
10209,45,blue-collar,married,primary,False,0,True,False,cellular,24,Jul,137,1,-1,0,unknown,False,2024-07-24
10210,36,management,divorced,tertiary,False,-978,True,False,cellular,13,May,62,3,-1,0,unknown,False,2024-05-13
10211,53,blue-collar,married,secondary,False,0,True,False,cellular,7,May,407,2,-1,0,unknown,False,2024-05-07
10212,41,self-employed,married,secondary,False,20,False,False,unknown,5,Jun,333,1,-1,0,unknown,False,2024-06-05
10213,51,blue-collar,married,secondary,False,700,False,False,cellular,8,Aug,237,4,-1,0,unknown,False,2024-08-08
10214,34,blue-collar,married,secondary,False,-58,True,True,unknown,28,May,157,2,-1,0,unknown,False,2024-05-28
10215,29,management,single,tertiary,False,841,False,False,cellular,5,Feb,217,1,-1,0,unknown,False,2024-02-05
10216,35,self-employed,single,secondary,False,951,True,False,cellular,19,Nov,220,2,-1,0,unknown,False,2024-11-19
10217,40,management,married,tertiary,False,-63,False,True,cellular,2,Jul,196,1,-1,0,unknown,False,2024-07-02
10218,26,student,single,tertiary,False,641,True,False,cellular,15,May,55,1,368,1,failure,False,2024-05-15
10219,32,technician,single,tertiary,False,195,True,False,cellular,22,Aug,239,2,-1,0,unknown,False,2024-08-22
10220,31,technician,married,tertiary,False,11,False,False,cellular,27,Aug,651,2,-1,0,unknown,False,2024-08-27
10221,39,management,single,secondary,False,120,False,False,unknown,12,Jun,66,1,-1,0,unknown,False,2024-06-12
10222,30,technician,married,secondary,False,450,False,True,cellular,14,Jul,72,4,-1,0,unknown,False,2024-07-14
10223,40,technician,married,secondary,False,8379,False,False,unknown,12,Jun,52,6,-1,0,unknown,False,2024-06-12
10224,32,blue-collar,married,primary,False,206,True,False,unknown,20,May,205,2,-1,0,unknown,False,2024-05-20
10225,46,admin.,single,secondary,False,1544,True,False,unknown,29,May,609,1,-1,0,unknown,False,2024-05-29
10226,41,technician,married,secondary,False,2990,True,False,unknown,30,May,62,3,-1,0,unknown,False,2024-05-30
10227,35,entrepreneur,single,secondary,False,866,True,False,cellular,19,Nov,147,1,-1,0,unknown,False,2024-11-19
10228,40,unemployed,single,secondary,False,1744,True,False,unknown,21,May,465,11,-1,0,unknown,False,2024-05-21
10229,58,management,married,secondary,False,-382,False,False,telephone,5,Feb,398,4,189,12,success,False,2024-02-05
10230,48,blue-collar,married,primary,False,214,True,True,cellular,18,Nov,246,1,162,1,failure,False,2024-11-18
10231,37,technician,single,tertiary,False,147,False,False,unknown,7,May,416,2,-1,0,unknown,False,2024-05-07
10232,59,management,divorced,tertiary,False,81,False,False,cellular,26,May,140,1,-1,0,unknown,False,2024-05-26
10233,33,blue-collar,married,secondary,False,202,True,False,cellular,17,Apr,377,1,-1,0,unknown,False,2024-04-17
10234,36,admin.,married,secondary,False,1314,True,False,cellular,17,Jul,330,3,-1,0,unknown,False,2024-07-17
10235,40,blue-collar,married,secondary,False,-60,True,False,cellular,21,Jul,250,1,-1,0,unknown,False,2024-07-21
10236,53,admin.,single,primary,False,0,True,False,cellular,7,May,176,1,322,5,other,False,2024-05-07
10237,32,admin.,divorced,secondary,False,-331,True,True,unknown,26,May,130,3,-1,0,unknown,False,2024-05-26
10238,32,blue-collar,married,primary,False,1504,True,False,cellular,17,Apr,131,2,-1,0,unknown,False,2024-04-17
10239,43,services,divorced,unknown,False,2363,True,False,cellular,17,Nov,229,1,-1,0,unknown,False,2024-11-17
10240,30,services,single,secondary,False,773,True,True,unknown,4,Jun,29,1,-1,0,unknown,False,2024-06-04
10241,31,admin.,married,secondary,False,941,True,False,cellular,8,Apr,213,4,-1,0,unknown,False,2024-04-08
10242,35,unemployed,single,secondary,False,2116,True,False,cellular,13,May,409,2,-1,0,unknown,False,2024-05-13
10243,39,services,married,secondary,False,-971,True,True,unknown,28,May,104,2,-1,0,unknown,False,2024-05-28
10244,57,management,married,tertiary,False,5,True,False,cellular,8,Jul,96,1,-1,0,unknown,False,2024-07-08
10245,33,self-employed,divorced,tertiary,False,454,False,True,cellular,18,Nov,134,1,-1,0,unknown,False,2024-11-18
10246,35,management,married,secondary,False,53,True,False,cellular,18,Nov,378,1,-1,0,unknown,False,2024-11-18
10247,53,management,married,tertiary,False,2578,False,False,cellular,19,Nov,299,4,107,2,failure,False,2024-11-19
10248,50,entrepreneur,married,secondary,False,854,False,False,cellular,16,Apr,198,1,-1,0,unknown,False,2024-04-16
10249,46,unemployed,married,secondary,False,16397,False,False,cellular,18,Nov,641,1,-1,0,unknown,False,2024-11-18
10250,35,management,single,tertiary,False,687,True,False,unknown,30,May,166,2,-1,0,unknown,False,2024-05-30
10251,56,retired,married,secondary,False,1894,True,False,unknown,15,May,189,1,-1,0,unknown,False,2024-05-15
10252,54,admin.,divorced,secondary,False,0,True,True,cellular,4,Feb,330,1,182,3,success,False,2024-02-04
10253,56,services,married,secondary,False,1150,False,True,cellular,17,Nov,107,1,117,3,failure,False,2024-11-17
10254,43,management,married,tertiary,False,136,False,False,cellular,6,Aug,120,2,-1,0,unknown,False,2024-08-06
10255,40,technician,married,secondary,False,7313,True,False,cellular,18,Nov,241,2,182,1,failure,False,2024-11-18
10256,38,management,married,tertiary,False,-239,True,False,unknown,2,Jun,221,2,-1,0,unknown,False,2024-06-02
10257,43,management,married,tertiary,False,182,False,False,cellular,28,Jan,152,1,-1,0,unknown,False,2024-01-28
10258,46,technician,married,secondary,False,1590,True,False,cellular,15,Jul,59,2,-1,0,unknown,False,2024-07-15
10259,29,blue-collar,married,secondary,False,-565,True,False,unknown,18,Jun,164,3,-1,0,unknown,False,2024-06-18
10260,33,technician,single,secondary,False,930,True,False,cellular,15,May,163,5,359,1,failure,False,2024-05-15
10261,49,technician,married,secondary,False,1091,False,False,telephone,30,Jul,47,2,-1,0,unknown,False,2024-07-30
10262,53,blue-collar,divorced,secondary,False,640,True,False,cellular,11,May,321,2,-1,0,unknown,False,2024-05-11
10263,54,retired,single,primary,False,767,False,False,unknown,9,Jun,42,2,-1,0,unknown,False,2024-06-09
10264,33,technician,married,secondary,False,480,True,False,cellular,30,Jan,272,1,270,1,other,False,2024-01-30
10265,39,management,married,tertiary,False,1363,False,False,cellular,21,Aug,294,3,-1,0,unknown,False,2024-08-21
10266,38,admin.,single,unknown,False,446,True,False,unknown,13,May,386,1,-1,0,unknown,False,2024-05-13
10267,49,admin.,married,secondary,False,167,False,True,cellular,9,Jul,51,1,-1,0,unknown,False,2024-07-09
10268,33,technician,married,secondary,False,0,False,False,cellular,19,Aug,78,3,-1,0,unknown,False,2024-08-19
10269,59,admin.,married,secondary,False,4196,False,False,telephone,31,Jul,10,2,-1,0,unknown,False,2024-07-31
10270,35,admin.,married,secondary,False,725,True,False,cellular,20,Nov,219,7,133,1,failure,False,2024-11-20
10271,40,technician,married,secondary,False,1716,True,False,cellular,12,Aug,226,8,-1,0,unknown,False,2024-08-12
