"age";"job";"marital";"education";"balance";"housing";"deposit"
35;"technician";"married";"secondary";1;"yes";"no"
36;"entrepreneur";"single";"secondary";296;"no";"no"
33;"technician";"married";"tertiary";1699;"no";"yes"
49;"management";"married";"tertiary";7007;"no";"no"
45;"blue-collar";"married";"primary";351;"yes";"no"
26;"management";"single";"tertiary";2786;"no";"yes"
44;"admin";"married";"secondary";0;"no";"no"
53;"management";"married";"tertiary";12;"no";"no"
74;"retired";"divorced";"primary";166;"no";"no"
29;"technician";"single";"tertiary";0;"yes";"yes"
29;"technician";"single";"secondary";1165;"no";"yes"
38;"technician";"married";"secondary";20;"no";"no"
36;"technician";"married";"secondary";84;"yes";"no"
53;"technician";"married";"secondary";5303;"yes";"yes"
52;"blue-collar";"married";"primary";4793;"yes";"no"
57;"housemaid";"married";"primary";260;"yes";"no"
43;"admin";"married";"secondary";71;"no";"no"
49;"technician";"married";"tertiary";3726;"no";"yes"
32;"blue-collar";"married";"secondary";4996;"yes";"no"
35;"blue-collar";"married";"secondary";1330;"no";"yes"
73;"retired";"married";"primary";1388;"no";"yes"
26;"blue-collar";"single";"secondary";82;"yes";"yes"
45;"blue-collar";"single";"secondary";0;"no";"yes"
45;"unemployed";"single";"secondary";33;"no";"no"
31;"student";"single";"secondary";1776;"no";"yes"
36;"technician";"married";"tertiary";341;"no";"yes"
39;"management";"divorced";"tertiary";2193;"yes";"no"
52;"self-employed";"married";"secondary";517;"no";"no"
23;"student";"single";"secondary";1298;"no";"yes"
34;"entrepreneur";"married";"primary";7279;"yes";"yes"
57;"management";"married";"tertiary";10583;"no";"yes"
43;"admin";"married";"secondary";817;"yes";"no"
37;"services";"married";"secondary";1543;"yes";"yes"
33;"services";"single";"secondary";772;"yes";"no"
34;"services";"single";"secondary";267;"no";"yes"
37;"admin";"married";"primary";214;"yes";"yes"
42;"entrepreneur";"divorced";"secondary";335;"yes";"yes"
27;"student";"single";"tertiary";5169;"yes";"yes"
61;"retired";"married";"secondary";1853;"no";"yes"
38;"services";"married";"secondary";2669;"yes";"no"
27;"entrepreneur";"married";"secondary";97;"yes";"no"
27;"admin";"divorced";"secondary";451;"yes";"yes"
39;"blue-collar";"married";"secondary";167;"yes";"yes"
47;"admin";"married";"secondary";1265;"no";"no"
28;"blue-collar";"married";"secondary";1020;"yes";"no"
53;"blue-collar";"single";"secondary";1442;"no";"no"
42;"services";"married";"secondary";1376;"yes";"yes"
28;"services";"single";"secondary";339;"no";"yes"
36;"management";"married";"tertiary";909;"yes";"no"
48;"entrepreneur";"married";"secondary";104;"yes";"no"
22;"student";"single";"secondary";3982;"no";"yes"
61;"management";"married";"secondary";985;"no";"yes"
29;"self-employed";"single";"tertiary";476;"yes";"yes"
43;"management";"single";"tertiary";1806;"yes";"no"
73;"retired";"married";"primary";542;"no";"yes"
40;"unemployed";"married";"primary";1908;"yes";"yes"
47;"unemployed";"married";"secondary";817;"no";"yes"
45;"blue-collar";"married";"primary";907;"no";"no"
49;"entrepreneur";"single";"secondary";5802;"no";"no"
28;"admin";"married";"secondary";157;"yes";"no"
30;"admin";"single";"secondary";186;"yes";"no"
30;"unemployed";"single";"tertiary";302;"no";"yes"
27;"management";"single";"tertiary";1840;"no";"yes"
50;"management";"married";"tertiary";3463;"no";"yes"
44;"unemployed";"divorced";"tertiary";0;"no";"yes"
33;"management";"married";"tertiary";728;"yes";"no"
55;"unemployed";"married";"secondary";1436;"yes";"no"
48;"technician";"single";"secondary";479;"no";"no"
47;"blue-collar";"married";"primary";113;"yes";"no"
27;"blue-collar";"single";"secondary";5563;"yes";"no"
63;"blue-collar";"married";"secondary";180;"no";"yes"
43;"technician";"divorced";"primary";13;"no";"no"
67;"retired";"married";"tertiary";701;"no";"yes"
62;"management";"married";"tertiary";7458;"no";"yes"
53;"technician";"divorced";"primary";1443;"yes";"yes"
60;"technician";"married";"primary";65;"yes";"yes"
25;"services";"single";"secondary";382;"yes";"no"
66;"housemaid";"married";"primary";1230;"no";"yes"
35;"blue-collar";"married";"secondary";444;"yes";"no"
44;"self-employed";"married";"secondary";304;"yes";"no"
32;"management";"married";"tertiary";282;"no";"no"
30;"admin";"married";"secondary";-170;"yes";"no"
33;"technician";"married";"secondary";5083;"no";"no"
24;"technician";"married";"secondary";556;"yes";"yes"
57;"blue-collar";"married";"primary";3109;"no";"yes"
43;"self-employed";"married";"tertiary";3157;"no";"no"
36;"management";"married";"tertiary";849;"yes";"yes"
49;"management";"married";"tertiary";1167;"yes";"yes"
67;"retired";"married";"primary";1430;"no";"yes"
40;"admin";"married";"secondary";-283;"no";"no"
32;"technician";"single";"tertiary";4665;"yes";"yes"
44;"blue-collar";"single";"secondary";36;"yes";"no"
38;"technician";"divorced";"secondary";902;"yes";"yes"
33;"technician";"divorced";"secondary";2;"yes";"no"
38;"housemaid";"divorced";"secondary";70;"no";"yes"
40;"services";"single";"secondary";573;"yes";"no"
53;"management";"married";"secondary";2693;"no";"yes"
43;"management";"married";"tertiary";2987;"no";"yes"
52;"services";"married";"secondary";431;"no";"no"
33;"management";"single";"tertiary";7084;"no";"yes"
50;"housemaid";"married";"secondary";388;"no";"yes"
32;"technician";"divorced";"tertiary";53;"no";"yes"
37;"unemployed";"single";"secondary";48;"no";"no"
76;"retired";"married";"secondary";820;"no";"yes"
58;"self-employed";"married";"tertiary";-364;"yes";"no"
31;"management";"single";"tertiary";1675;"no";"no"
32;"admin";"single";"secondary";4344;"yes";"no"
33;"management";"married";"tertiary";273;"yes";"yes"
45;"housemaid";"married";"secondary";4068;"no";"yes"
30;"self-employed";"single";"tertiary";2593;"no";"no"
47;"admin";"married";"secondary";1210;"no";"yes"
44;"blue-collar";"single";"primary";1593;"yes";"yes"
28;"technician";"married";"primary";-58;"yes";"no"
43;"management";"married";"tertiary";240;"yes";"yes"
46;"management";"married";"tertiary";0;"no";"yes"
41;"technician";"divorced";"secondary";1545;"no";"no"
42;"entrepreneur";"married";"secondary";1002;"no";"no"
62;"management";"married";"tertiary";3371;"no";"yes"
34;"management";"married";"tertiary";0;"no";"no"
57;"retired";"married";"tertiary";11254;"no";"no"
36;"technician";"married";"tertiary";1354;"no";"yes"
29;"admin";"married";"secondary";7707;"yes";"yes"
52;"management";"married";"tertiary";1227;"no";"yes"
51;"admin";"married";"secondary";241;"no";"yes"
26;"blue-collar";"single";"secondary";428;"no";"no"
40;"blue-collar";"married";"secondary";1023;"yes";"no"
32;"technician";"married";"tertiary";15;"no";"no"
59;"blue-collar";"divorced";"primary";989;"no";"yes"
33;"services";"single";"secondary";187;"yes";"no"
42;"admin";"married";"primary";1547;"yes";"no"
55;"management";"married";"tertiary";16786;"no";"no"
54;"self-employed";"married";"primary";1463;"no";"no"
36;"entrepreneur";"married";"tertiary";3057;"no";"yes"
28;"technician";"single";"secondary";3;"no";"no"
56;"services";"married";"primary";444;"yes";"no"
31;"management";"single";"tertiary";165;"no";"yes"
38;"management";"single";"tertiary";1515;"yes";"no"
58;"management";"single";"tertiary";1387;"yes";"no"
26;"services";"single";"secondary";37;"no";"no"
47;"entrepreneur";"divorced";"secondary";392;"yes";"no"
24;"blue-collar";"single";"secondary";167;"no";"yes"
45;"technician";"married";"secondary";0;"no";"no"
59;"admin";"divorced";"secondary";1525;"no";"no"
38;"management";"single";"tertiary";619;"yes";"yes"
61;"admin";"married";"secondary";1046;"yes";"yes"
34;"entrepreneur";"married";"secondary";456;"yes";"no"
52;"management";"married";"tertiary";4358;"no";"no"
50;"technician";"divorced";"secondary";0;"no";"yes"
45;"blue-collar";"married";"primary";1558;"yes";"no"
41;"blue-collar";"married";"secondary";449;"yes";"no"
30;"technician";"single";"secondary";4684;"yes";"yes"
57;"retired";"married";"secondary";5313;"no";"yes"
25;"technician";"married";"tertiary";2551;"no";"yes"
46;"blue-collar";"married";"primary";1291;"yes";"no"
52;"unemployed";"married";"secondary";5091;"no";"no"
41;"blue-collar";"married";"secondary";598;"yes";"no"
34;"blue-collar";"single";"secondary";550;"yes";"no"
43;"retired";"married";"secondary";860;"no";"yes"
33;"technician";"married";"tertiary";2728;"no";"no"
36;"technician";"married";"tertiary";202;"no";"no"
31;"technician";"married";"secondary";4;"no";"no"
28;"admin";"single";"secondary";-170;"no";"yes"
45;"self-employed";"divorced";"tertiary";75;"yes";"no"
48;"blue-collar";"married";"secondary";480;"yes";"yes"
45;"unemployed";"single";"secondary";382;"yes";"no"
29;"management";"single";"tertiary";637;"yes";"yes"
30;"management";"single";"tertiary";19358;"no";"no"
44;"technician";"single";"secondary";54;"no";"no"
30;"management";"single";"secondary";186;"yes";"no"
38;"housemaid";"divorced";"tertiary";4312;"no";"no"
35;"technician";"single";"secondary";144;"no";"no"
52;"management";"married";"tertiary";1319;"yes";"no"
56;"housemaid";"divorced";"primary";61;"no";"no"
60;"self-employed";"married";"tertiary";10861;"no";"yes"
46;"technician";"married";"secondary";966;"yes";"no"
42;"housemaid";"married";"primary";-209;"no";"no"
35;"technician";"single";"secondary";344;"no";"yes"
28;"management";"single";"tertiary";866;"no";"yes"
46;"admin";"married";"secondary";556;"yes";"yes"
47;"management";"married";"primary";4151;"yes";"no"
35;"management";"married";"tertiary";1471;"yes";"no"
32;"student";"single";"tertiary";922;"no";"no"
36;"management";"married";"tertiary";3770;"yes";"no"
67;"admin";"married";"primary";1093;"no";"no"
46;"blue-collar";"married";"secondary";942;"no";"no"
32;"self-employed";"married";"tertiary";102;"no";"no"
32;"blue-collar";"married";"secondary";2263;"no";"no"
31;"admin";"single";"secondary";410;"no";"yes"
24;"admin";"single";"tertiary";1141;"yes";"no"
37;"entrepreneur";"married";"tertiary";189;"no";"yes"
31;"services";"single";"secondary";658;"no";"no"
51;"technician";"married";"secondary";196;"yes";"yes"
25;"admin";"single";"tertiary";220;"no";"no"
43;"management";"married";"tertiary";0;"no";"no"
32;"management";"divorced";"tertiary";883;"yes";"yes"
38;"management";"married";"tertiary";1440;"no";"no"
35;"services";"married";"secondary";52;"yes";"yes"
29;"management";"single";"tertiary";1026;"no";"yes"
55;"unemployed";"married";"primary";8585;"no";"no"
38;"technician";"single";"tertiary";11;"no";"no"
41;"blue-collar";"married";"secondary";2823;"yes";"yes"
37;"technician";"married";"tertiary";88;"no";"yes"
33;"admin";"divorced";"tertiary";891;"no";"yes"
29;"blue-collar";"single";"secondary";348;"yes";"no"
36;"blue-collar";"married";"primary";1177;"no";"yes"
43;"admin";"married";"secondary";132;"no";"yes"
36;"student";"married";"primary";3503;"no";"no"
31;"management";"married";"tertiary";4148;"yes";"yes"
55;"blue-collar";"married";"primary";11;"no";"no"
37;"admin";"married";"secondary";1207;"yes";"yes"
55;"technician";"married";"secondary";517;"yes";"no"
39;"housemaid";"married";"primary";34;"yes";"no"
44;"self-employed";"divorced";"secondary";8;"no";"yes"
51;"admin";"married";"tertiary";0;"yes";"yes"
41;"admin";"married";"tertiary";5426;"yes";"no"
48;"blue-collar";"married";"secondary";1730;"yes";"yes"
60;"retired";"divorced";"secondary";-639;"yes";"yes"
45;"management";"married";"tertiary";2220;"yes";"no"
38;"services";"married";"primary";0;"yes";"no"
30;"services";"married";"secondary";129;"yes";"yes"
29;"management";"single";"tertiary";2531;"no";"yes"
57;"management";"married";"tertiary";4929;"yes";"no"
64;"retired";"married";"secondary";588;"no";"yes"
62;"retired";"married";"secondary";1495;"no";"yes"
41;"entrepreneur";"married";"tertiary";221;"yes";"no"
56;"technician";"married";"secondary";0;"yes";"no"
48;"management";"single";"tertiary";830;"no";"yes"
25;"blue-collar";"married";"secondary";0;"no";"yes"
33;"admin";"married";"secondary";-370;"yes";"yes"
55;"retired";"married";"primary";3334;"no";"yes"
39;"entrepreneur";"married";"secondary";11887;"no";"yes"
34;"services";"married";"secondary";24;"yes";"no"
39;"housemaid";"single";"primary";109;"yes";"no"
34;"blue-collar";"divorced";"secondary";1125;"yes";"no"
76;"retired";"divorced";"primary";802;"no";"yes"
32;"technician";"married";"tertiary";4654;"yes";"yes"
38;"blue-collar";"single";"secondary";-56;"yes";"no"
52;"technician";"married";"secondary";136;"no";"no"
36;"technician";"single";"secondary";539;"yes";"yes"
43;"management";"married";"tertiary";3518;"no";"yes"
23;"technician";"single";"secondary";-782;"yes";"no"
30;"blue-collar";"single";"secondary";103;"yes";"no"
33;"management";"married";"tertiary";679;"no";"yes"
30;"technician";"married";"tertiary";526;"yes";"yes"
32;"technician";"married";"secondary";465;"yes";"no"
55;"management";"divorced";"tertiary";0;"no";"yes"
42;"management";"single";"tertiary";0;"yes";"yes"
50;"admin";"married";"secondary";715;"no";"no"
73;"retired";"married";"primary";508;"no";"no"
37;"unemployed";"married";"secondary";459;"no";"no"
38;"technician";"single";"secondary";1685;"yes";"no"
36;"management";"married";"tertiary";93;"no";"yes"
45;"unemployed";"divorced";"secondary";3354;"yes";"yes"
26;"student";"single";"secondary";0;"no";"yes"
32;"blue-collar";"single";"primary";121;"yes";"yes"
56;"technician";"married";"secondary";589;"yes";"yes"
34;"management";"married";"secondary";369;"no";"yes"
52;"blue-collar";"married";"secondary";5275;"no";"no"
27;"technician";"single";"tertiary";1075;"no";"yes"
34;"management";"married";"tertiary";0;"no";"no"
32;"technician";"divorced";"tertiary";3255;"no";"yes"
56;"management";"married";"tertiary";0;"no";"yes"
53;"retired";"married";"tertiary";7132;"no";"no"
21;"student";"single";"primary";423;"no";"yes"
51;"management";"single";"secondary";1610;"yes";"yes"
42;"admin";"married";"secondary";445;"yes";"no"
77;"retired";"married";"tertiary";0;"no";"yes"
34;"technician";"single";"secondary";1279;"yes";"yes"
31;"technician";"married";"tertiary";0;"no";"no"
58;"retired";"married";"tertiary";0;"no";"yes"
32;"self-employed";"single";"tertiary";658;"yes";"yes"
28;"services";"single";"secondary";60;"no";"no"
39;"management";"married";"tertiary";756;"yes";"no"
48;"blue-collar";"married";"primary";1080;"yes";"no"
34;"management";"single";"tertiary";0;"yes";"no"
46;"management";"married";"tertiary";4693;"no";"yes"
29;"management";"single";"tertiary";572;"no";"yes"
35;"blue-collar";"married";"primary";159;"yes";"yes"
31;"technician";"married";"secondary";2420;"yes";"no"
25;"student";"single";"secondary";293;"yes";"no"
29;"management";"single";"tertiary";2753;"no";"yes"
61;"retired";"married";"primary";8729;"no";"yes"
33;"technician";"single";"tertiary";258;"no";"yes"
25;"blue-collar";"single";"primary";17;"yes";"no"
72;"retired";"married";"secondary";1129;"no";"yes"
28;"services";"single";"tertiary";128;"no";"yes"
33;"blue-collar";"married";"primary";1002;"yes";"no"
31;"technician";"single";"tertiary";882;"no";"yes"
50;"admin";"married";"secondary";3608;"yes";"yes"
33;"management";"single";"tertiary";4128;"yes";"no"
39;"admin";"married";"secondary";260;"yes";"yes"
41;"services";"married";"secondary";1319;"yes";"no"
36;"blue-collar";"divorced";"primary";-308;"yes";"yes"
41;"blue-collar";"divorced";"primary";138;"yes";"yes"
36;"technician";"single";"secondary";2511;"yes";"yes"
41;"management";"married";"tertiary";0;"no";"yes"
76;"retired";"married";"secondary";4112;"no";"yes"
42;"housemaid";"single";"primary";5774;"yes";"no"
32;"technician";"single";"tertiary";392;"yes";"no"
33;"management";"single";"tertiary";275;"no";"no"
37;"admin";"married";"secondary";10465;"no";"no"
54;"retired";"married";"secondary";3846;"yes";"no"
55;"entrepreneur";"married";"secondary";113;"yes";"no"
30;"management";"married";"tertiary";419;"yes";"yes"
29;"technician";"divorced";"secondary";124;"no";"no"
20;"student";"single";"secondary";1819;"no";"yes"
61;"retired";"married";"primary";0;"yes";"no"
26;"blue-collar";"single";"secondary";396;"yes";"no"
55;"admin";"married";"secondary";139;"no";"yes"
53;"management";"married";"secondary";90;"yes";"no"
51;"technician";"married";"secondary";117;"no";"yes"
79;"retired";"married";"secondary";668;"no";"yes"
47;"technician";"married";"tertiary";1694;"no";"yes"
33;"services";"married";"secondary";255;"yes";"no"
31;"unemployed";"single";"secondary";1214;"no";"yes"
30;"blue-collar";"married";"secondary";1664;"yes";"yes"
39;"blue-collar";"married";"secondary";11854;"yes";"no"
42;"unemployed";"married";"secondary";1289;"no";"yes"
31;"management";"married";"tertiary";2344;"yes";"no"
57;"management";"divorced";"tertiary";8897;"yes";"yes"
25;"admin";"single";"secondary";483;"no";"yes"
33;"technician";"single";"tertiary";2565;"yes";"no"
45;"self-employed";"married";"secondary";2278;"no";"no"
31;"management";"single";"tertiary";12569;"no";"yes"
24;"blue-collar";"single";"primary";1033;"yes";"no"
53;"housemaid";"divorced";"secondary";292;"no";"no"
64;"retired";"married";"primary";2140;"no";"yes"
48;"admin";"married";"secondary";368;"no";"yes"
40;"blue-collar";"married";"primary";7831;"yes";"no"
35;"management";"married";"tertiary";520;"yes";"yes"
49;"housemaid";"married";"primary";0;"yes";"no"
27;"blue-collar";"single";"primary";232;"yes";"yes"
90;"retired";"divorced";"primary";712;"no";"yes"
33;"unemployed";"single";"tertiary";157;"yes";"no"
58;"unemployed";"married";"secondary";1625;"no";"yes"
37;"management";"single";"secondary";792;"yes";"yes"
55;"retired";"married";"tertiary";101;"yes";"no"
30;"technician";"single";"tertiary";655;"no";"yes"
34;"admin";"married";"tertiary";788;"yes";"no"
56;"services";"married";"secondary";9;"no";"no"
33;"housemaid";"single";"tertiary";1107;"yes";"yes"
44;"blue-collar";"divorced";"secondary";579;"yes";"no"
59;"technician";"married";"secondary";135;"yes";"yes"
33;"services";"single";"secondary";-27;"yes";"no"
45;"admin";"married";"secondary";1097;"yes";"no"
65;"retired";"married";"primary";276;"no";"yes"
36;"blue-collar";"married";"primary";679;"yes";"no"
33;"blue-collar";"single";"primary";777;"no";"no"
42;"admin";"married";"secondary";329;"no";"no"
53;"self-employed";"married";"tertiary";20;"yes";"no"
41;"technician";"single";"tertiary";431;"no";"yes"
34;"management";"single";"tertiary";681;"no";"yes"
35;"blue-collar";"single";"secondary";4963;"yes";"yes"
45;"management";"divorced";"tertiary";2406;"no";"no"
28;"student";"single";"tertiary";5741;"no";"yes"
34;"management";"married";"tertiary";161;"yes";"no"
34;"management";"married";"secondary";56;"yes";"no"
35;"blue-collar";"married";"primary";102;"yes";"yes"
33;"admin";"married";"tertiary";205;"no";"no"
27;"blue-collar";"single";"secondary";1049;"no";"no"
53;"technician";"divorced";"tertiary";2228;"no";"yes"
61;"retired";"married";"secondary";938;"no";"yes"
45;"admin";"married";"secondary";434;"no";"no"
58;"retired";"married";"primary";2074;"no";"yes"
34;"self-employed";"single";"secondary";3;"yes";"no"
55;"retired";"married";"secondary";102;"yes";"no"
22;"admin";"single";"tertiary";897;"yes";"yes"
31;"management";"single";"tertiary";59;"yes";"yes"
34;"blue-collar";"married";"secondary";634;"no";"yes"
74;"retired";"married";"tertiary";1843;"no";"yes"
32;"blue-collar";"married";"primary";-94;"yes";"no"
53;"blue-collar";"married";"secondary";1093;"yes";"no"
50;"unemployed";"married";"secondary";3357;"no";"yes"
36;"blue-collar";"married";"secondary";4438;"yes";"yes"
28;"technician";"single";"tertiary";676;"no";"yes"
40;"admin";"married";"secondary";-666;"yes";"no"
38;"services";"married";"secondary";133;"yes";"no"
26;"services";"single";"secondary";1114;"no";"no"
40;"admin";"single";"secondary";90;"yes";"no"
41;"blue-collar";"married";"primary";3658;"yes";"no"
63;"management";"married";"tertiary";3115;"no";"yes"
38;"self-employed";"single";"tertiary";605;"no";"yes"
40;"management";"married";"tertiary";917;"yes";"no"
37;"admin";"single";"secondary";-261;"no";"no"
31;"self-employed";"married";"secondary";157;"yes";"no"
43;"entrepreneur";"married";"secondary";104;"yes";"yes"
30;"admin";"single";"secondary";914;"yes";"yes"
37;"management";"married";"tertiary";2951;"no";"no"
39;"management";"married";"tertiary";1795;"no";"yes"
35;"management";"single";"tertiary";-292;"yes";"no"
37;"technician";"divorced";"secondary";141;"yes";"yes"
36;"entrepreneur";"divorced";"tertiary";3407;"no";"yes"
26;"technician";"single";"secondary";218;"yes";"no"
29;"management";"married";"tertiary";16;"yes";"no"
31;"blue-collar";"married";"secondary";92;"yes";"yes"
22;"student";"single";"tertiary";691;"no";"yes"
30;"entrepreneur";"single";"secondary";732;"no";"yes"
43;"blue-collar";"married";"primary";18;"yes";"no"
35;"entrepreneur";"single";"secondary";866;"yes";"no"
52;"blue-collar";"married";"tertiary";297;"yes";"no"
44;"unemployed";"married";"secondary";0;"yes";"yes"
24;"blue-collar";"single";"secondary";9883;"no";"yes"
39;"technician";"single";"secondary";1355;"yes";"yes"
56;"services";"married";"primary";486;"no";"yes"
57;"services";"married";"secondary";0;"yes";"no"
32;"technician";"single";"secondary";483;"yes";"no"
58;"technician";"married";"secondary";1463;"yes";"no"
26;"services";"married";"secondary";54;"yes";"no"
46;"admin";"married";"secondary";3098;"yes";"no"
49;"technician";"married";"secondary";2400;"no";"no"
36;"management";"single";"tertiary";1373;"yes";"no"
46;"management";"divorced";"tertiary";461;"no";"yes"
31;"blue-collar";"married";"secondary";255;"yes";"no"
47;"blue-collar";"married";"primary";209;"no";"no"
38;"management";"married";"secondary";93;"no";"no"
27;"technician";"single";"secondary";643;"no";"yes"
33;"admin";"single";"tertiary";272;"yes";"yes"
30;"services";"married";"secondary";292;"yes";"no"
37;"blue-collar";"married";"primary";89;"no";"no"
23;"blue-collar";"single";"secondary";537;"yes";"no"
34;"blue-collar";"married";"secondary";2595;"yes";"no"
43;"technician";"married";"primary";4844;"yes";"no"
23;"entrepreneur";"single";"primary";4;"yes";"yes"
39;"technician";"single";"secondary";15;"yes";"yes"
27;"blue-collar";"married";"secondary";-330;"yes";"no"
34;"blue-collar";"married";"tertiary";17672;"no";"no"
27;"unknown";"single";"secondary";1187;"no";"yes"
44;"services";"married";"secondary";808;"yes";"no"
48;"technician";"divorced";"tertiary";113;"no";"no"
38;"blue-collar";"single";"secondary";1121;"no";"no"
58;"admin";"married";"secondary";826;"no";"yes"
36;"technician";"married";"secondary";1466;"yes";"no"
56;"technician";"married";"tertiary";1476;"no";"no"
33;"management";"married";"tertiary";1778;"no";"yes"
44;"management";"divorced";"tertiary";-411;"yes";"yes"
40;"self-employed";"married";"secondary";0;"no";"no"
36;"management";"single";"tertiary";1089;"yes";"no"
53;"blue-collar";"married";"secondary";2;"yes";"no"
59;"blue-collar";"married";"primary";1939;"no";"yes"
26;"student";"single";"tertiary";294;"no";"yes"
48;"management";"married";"tertiary";1093;"yes";"yes"
31;"blue-collar";"married";"secondary";3311;"yes";"yes"
30;"blue-collar";"married";"primary";5956;"yes";"no"
33;"entrepreneur";"married";"secondary";135;"yes";"no"
38;"management";"divorced";"tertiary";6368;"yes";"yes"
32;"technician";"single";"secondary";5205;"no";"no"
49;"management";"divorced";"tertiary";1904;"no";"no"
28;"services";"single";"secondary";3331;"yes";"no"
56;"admin";"single";"secondary";-273;"no";"no"
23;"student";"single";"tertiary";691;"no";"yes"
47;"retired";"single";"primary";3033;"no";"yes"
39;"blue-collar";"married";"primary";118;"no";"yes"
28;"blue-collar";"single";"secondary";53;"yes";"no"
29;"admin";"single";"secondary";-309;"yes";"no"
26;"blue-collar";"single";"primary";409;"yes";"yes"
28;"admin";"single";"secondary";127;"no";"yes"
29;"admin";"single";"secondary";731;"no";"yes"
31;"self-employed";"single";"tertiary";1815;"no";"yes"
38;"management";"married";"tertiary";613;"no";"yes"
38;"blue-collar";"married";"secondary";3598;"no";"no"
45;"services";"married";"secondary";0;"no";"no"
34;"unemployed";"single";"tertiary";1974;"no";"yes"
57;"unemployed";"married";"primary";0;"yes";"no"
27;"admin";"single";"secondary";592;"yes";"no"
36;"technician";"single";"secondary";376;"no";"yes"
39;"services";"married";"secondary";53;"no";"yes"
59;"management";"divorced";"tertiary";59;"yes";"no"
34;"services";"single";"secondary";2257;"no";"no"
26;"blue-collar";"single";"secondary";26;"yes";"yes"
51;"management";"married";"tertiary";-321;"no";"no"
48;"management";"married";"secondary";0;"yes";"yes"
61;"management";"married";"tertiary";267;"no";"yes"
34;"self-employed";"single";"tertiary";5462;"no";"yes"
49;"management";"divorced";"tertiary";-2049;"yes";"no"
45;"admin";"married";"secondary";1214;"yes";"no"
55;"blue-collar";"married";"secondary";67;"no";"no"
35;"management";"single";"tertiary";62;"yes";"no"
30;"management";"single";"tertiary";-218;"yes";"no"
46;"technician";"married";"secondary";0;"no";"no"
37;"admin";"married";"secondary";1314;"yes";"no"
46;"management";"married";"tertiary";0;"yes";"no"
51;"management";"married";"tertiary";1394;"yes";"no"
44;"self-employed";"divorced";"tertiary";1070;"yes";"yes"
38;"admin";"married";"primary";-175;"yes";"no"
49;"blue-collar";"divorced";"secondary";10613;"no";"yes"
33;"management";"married";"tertiary";1778;"no";"no"
29;"management";"single";"tertiary";0;"yes";"no"
22;"housemaid";"single";"secondary";1796;"no";"yes"
56;"management";"married";"tertiary";6798;"yes";"no"
31;"student";"married";"primary";46;"yes";"yes"
37;"admin";"married";"secondary";641;"yes";"no"
28;"management";"single";"tertiary";1720;"no";"yes"
42;"technician";"married";"secondary";4945;"yes";"yes"
48;"management";"single";"tertiary";5689;"no";"yes"
60;"management";"married";"tertiary";-311;"no";"no"
43;"management";"married";"tertiary";1429;"yes";"yes"
40;"services";"divorced";"primary";4;"yes";"no"
40;"admin";"married";"secondary";1412;"no";"no"
60;"retired";"married";"tertiary";2557;"yes";"yes"
40;"blue-collar";"married";"primary";137;"no";"no"
56;"services";"married";"secondary";642;"yes";"no"
39;"management";"married";"secondary";2981;"no";"yes"
40;"blue-collar";"married";"primary";0;"yes";"yes"
31;"management";"single";"secondary";1088;"yes";"yes"
33;"blue-collar";"single";"secondary";329;"no";"yes"
45;"management";"single";"tertiary";997;"no";"no"
44;"services";"married";"primary";2557;"yes";"yes"
37;"management";"married";"tertiary";5016;"no";"no"
29;"blue-collar";"single";"tertiary";98;"no";"no"
36;"management";"single";"tertiary";436;"no";"yes"
36;"technician";"married";"secondary";-393;"no";"no"
31;"management";"single";"tertiary";825;"yes";"yes"
38;"technician";"single";"tertiary";0;"no";"no"
43;"services";"married";"primary";2557;"yes";"yes"
77;"retired";"divorced";"primary";639;"no";"no"
60;"technician";"married";"secondary";116;"no";"yes"
25;"admin";"single";"secondary";1871;"no";"yes"
26;"technician";"single";"secondary";1231;"yes";"yes"
34;"technician";"married";"secondary";484;"no";"no"
31;"admin";"married";"secondary";54;"yes";"no"
53;"management";"married";"tertiary";75;"no";"no"
54;"entrepreneur";"married";"secondary";0;"no";"no"
44;"technician";"divorced";"secondary";14;"no";"yes"
35;"technician";"married";"secondary";2201;"no";"yes"
26;"unemployed";"single";"tertiary";814;"no";"yes"
40;"student";"married";"secondary";260;"no";"no"
38;"management";"single";"secondary";399;"yes";"no"
39;"unemployed";"married";"primary";7005;"yes";"yes"
54;"management";"married";"tertiary";154;"no";"no"
28;"technician";"single";"secondary";922;"yes";"no"
27;"student";"single";"tertiary";3733;"yes";"yes"
52;"blue-collar";"married";"primary";2396;"yes";"no"
38;"blue-collar";"single";"secondary";2580;"yes";"yes"
77;"retired";"married";"tertiary";7802;"no";"yes"
26;"management";"single";"tertiary";1094;"yes";"yes"
65;"management";"divorced";"tertiary";2756;"no";"no"
27;"technician";"married";"tertiary";276;"no";"no"
32;"admin";"married";"secondary";51;"yes";"yes"
49;"blue-collar";"married";"secondary";1730;"yes";"yes"
26;"blue-collar";"single";"secondary";249;"yes";"no"
53;"blue-collar";"divorced";"primary";4222;"no";"no"
47;"blue-collar";"married";"secondary";303;"no";"no"
25;"services";"single";"secondary";162;"yes";"yes"
31;"management";"single";"secondary";360;"yes";"yes"
32;"admin";"single";"tertiary";291;"no";"no"
27;"management";"single";"secondary";178;"yes";"yes"
37;"technician";"married";"secondary";1;"yes";"yes"
26;"management";"single";"tertiary";-8;"no";"no"
25;"management";"single";"tertiary";316;"no";"yes"
41;"blue-collar";"married";"secondary";849;"yes";"no"
